2	6.7	6.6	6.6	6.5	6.5	6.5	32.36	NaN
3	6.7	6.6	6.6	6.5	6.5	6.5	32.38	NaN
4	6.8	6.8	6.8	6.7	6.5	6.5	32.33	32.31
5	6.6	6.4	6.4	6.4	6.4	6.4	32.34	NaN
6	6.7	6.6	6.6	6.6	6.5	6.5	32.38	NaN
7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9	3.9	3.9	3.9	3.9	3.9	3.9	32.27	NaN
10	3.8	3.7	3.7	3.7	3.7	3.7	32.26	NaN
11	4.2	4.1	4.2	4.2	4.1	4.1	32.32	32.35
12	4.5	4.5	4.5	4.4	4.5	4.5	32.46	NaN
13	4.5	4.2	4.6	4.8	4.8	4.7	32.45	NaN
14	4.6	4.6	4.6	4.5	3.9	3.9	32.38	NaN
15	5.7	5.9	5.9	6.1	5.3	5.0	32.30	NaN
16	4.9	4.8	4.9	4.9	4.9	4.9	32.37	32.35
17	4.4	4.5	4.5	4.4	4.3	4.2	32.35	NaN
18	4.9	4.8	4.8	4.7	4.7	4.6	32.37	32.35
19	4.9	4.9	4.9	4.9	4.9	4.8	32.35	NaN
20	4.4	4.1	4.0	4.0	3.9	3.9	32.36	NaN
21	4.8	4.8	4.8	4.7	4.7	4.7	32.36	NaN
22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23	5.2	5.3	5.3	5.1	NaN	NaN	32.39	NaN
24	3.9	4.0	3.9	3.8	3.8	3.8	32.38	NaN
25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26	4.7	4.7	4.7	4.7	4.7	4.7	32.42	NaN
27	4.9	4.8	4.8	4.8	4.9	4.9	32.38	NaN
28	4.8	4.8	4.7	4.7	4.7	4.7	32.34	NaN
29	5.0	5.0	5.0	4.8	4.8	4.7	32.34	NaN
30	4.1	5.0	5.0	4.9	4.7	4.7	32.30	NaN
31	5.0	5.0	5.0	4.7	4.7	4.7	32.38	NaN
