3	8.3	8.3	8.3	8.4	8.4	8.4	33.61	NaN	
4	8.3	8.4	8.4	8.5	8.5	8.5	33.65	NaN	
5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
6	8.6	8.7	8.6	8.6	8.6	8.6	33.75	NaN	
7	8.2	8.2	8.2	8.2	8.3	8.3	33.62	NaN	
15	5.5	5.4	5.4	5.4	5.4	5.4	32.97	NaN	
16	5.5	5.4	5.4	5.4	5.4	5.4	33.01	NaN	
20	5.5	5.4	5.3	5.4	5.3	5.3	33.00	NaN	
21	5.4	5.4	5.3	5.3	5.3	5.3	33.01	NaN	
22	5.5	5.4	5.3	5.3	5.3	5.3	33.02	NaN	
26	5.4	5.4	5.3	5.4	5.4	5.4	33.00	NaN	
27	5.4	5.4	5.4	5.3	5.3	5.3	33.00	NaN	
28	4.9	4.9	4.9	5.0	5.1	5.1	33.11	NaN	
29	4.5	4.6	4.6	4.8	4.8	4.8	33.04	NaN	
30	4.0	4.2	4.3	4.3	4.4	4.4	33.01	NaN	
31	4.4	4.4	4.5	4.5	4.6	4.6	33.04	NaN	
