3	5.4	5.5	5.5	5.5	5.5	5.5	32.79	NaN	
4	5.2	5.2	5.2	5.1	5.1	5.1	32.79	NaN	
6	5.5	5.5	5.5	5.5	5.5	5.5	32.83	32.80	
7	5.6	5.6	5.6	5.6	5.6	5.6	32.81	NaN	
8	5.4	5.5	5.5	5.5	5.5	5.5	32.80	NaN	
9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
10	5.7	5.7	5.7	5.8	5.8	5.8	32.76	NaN	
11	5.6	5.6	5.6	5.6	5.6	5.6	32.69	NaN	
12	5.6	5.6	5.6	5.7	5.7	5.7	32.65	NaN	
13	5.5	5.5	5.6	5.7	5.7	5.7	32.63	32.71	
14	5.8	6.0	6.0	6.1	6.1	6.0	32.83	NaN	
15	5.9	5.6	6.0	6.0	5.9	6.0	32.86	NaN	
16	5.8	5.9	5.9	5.9	5.9	5.9	32.85	NaN	
17	6.0	6.0	6.1	6.0	6.1	6.1	32.95	NaN	
18	5.6	5.6	5.7	5.8	5.8	5.8	32.97	NaN	
19	5.6	5.7	5.7	5.7	5.7	5.7	32.95	NaN	
20	5.6	5.6	5.6	5.6	5.6	5.6	32.94	32.93	
21	5.6	5.7	5.7	5.7	5.7	5.7	32.94	NaN	
22	5.3	5.6	5.6	5.6	5.7	5.6	32.93	NaN	
23	5.5	5.5	5.5	5.6	5.5	5.6	32.92	NaN	
24	5.0	5.2	5.3	5.4	5.4	5.4	32.94	NaN	
25	5.3	5.3	5.3	5.3	5.3	5.3	32.95	NaN	
26	5.2	5.2	5.2	5.2	5.2	5.2	32.94	NaN	
27	4.9	4.9	4.9	5.1	5.1	5.1	32.96	32.94	
28	4.7	4.7	5.2	5.1	5.0	5.0	32.36	NaN	
29	4.6	4.6	4.7	5.1	5.1	5.0	32.37	NaN	
30	4.9	4.9	5.1	5.3	5.3	5.3	32.61	NaN	
