1	4.20	3.90	3.90	3.90	3.90	NaN	32.22	NaN
2	4.40	4.30	4.30	4.00	4.00	4.00	32.19	NaN
3	4.80	4.20	4.10	4.00	NaN	NaN	32.20	NaN
4	5.10	4.50	4.30	4.20	4.10	4.10	32.19	NaN
5	4.70	4.20	3.90	3.90	3.90	3.90	32.23	32.19
6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8	4.40	4.30	4.30	4.20	4.20	4.20	32.28	NaN
9	4.60	4.30	4.10	4.10	4.10	4.10	32.18	32.19
10	4.60	4.30	4.30	4.20	4.10	4.10	32.15	NaN
11	4.40	4.30	4.30	4.20	4.20	NaN	32.17	NaN
12	4.80	4.80	4.60	4.40	4.30	4.30	32.22	32.20
13	5.20	4.30	4.40	4.40	4.40	NaN	32.17	NaN
14	5.00	4.90	4.80	4.40	4.30	4.20	32.24	NaN
15	NaN	NaN	NaN	NaN	NaN	NaN	32.22	NaN
16	4.80	4.70	4.40	4.40	4.40	4.40	NaN	NaN
17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20	4.70	4.70	4.70	4.60	4.60	4.60	32.65	NaN
21	4.90	4.70	4.50	4.50	NaN	NaN	32.27	NaN
22	4.80	4.80	4.80	4.70	4.70	4.60	32.37	NaN
23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24	5.60	4.90	4.80	4.80	4.80	4.80	32.33	NaN
25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26	5.60	5.00	4.90	4.90	4.90	4.90	32.33	32.31
27	5.00	4.90	4.70	4.60	4.60	4.60	32.33	NaN
28	5.70	5.20	5.00	5.00	5.00	5.00	32.37	NaN
29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30	5.30	5.10	5.00	5.00	5.00	5.00	32.30	32.37
