1	4.20	4.40	4.40	4.30	4.40	4.40	32.62	NaN
2	4.90	4.40	4.40	4.30	4.30	4.30	32.65	NaN
3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4	5.00	5.70	5.60	5.60	5.50	NaN	33.13	NaN
5	5.00	NaN	NaN	NaN	NaN	NaN	32.70	NaN
6	5.00	4.70	4.60	4.70	4.70	4.70	30.62	NaN
7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8	4.90	4.90	4.90	4.80	4.40	4.40	32.78	32.66
9	5.00	5.00	4.90	4.90	NaN	NaN	32.53	NaN
10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11	4.80	4.80	4.80	4.70	4.60	NaN	32.54	NaN
12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13	3.80	3.80	3.80	3.80	NaN	NaN	32.56	NaN
14	3.80	3.80	3.80	3.80	3.60	3.50	32.62	NaN
15	3.40	3.60	3.60	3.70	3.70	3.60	32.63	NaN
16	5.60	5.60	5.60	5.70	5.70	5.70	32.62	NaN
17	3.50	3.60	3.60	3.70	3.70	3.70	32.60	NaN
18	3.20	3.20	3.30	3.30	3.30	3.30	32.64	NaN
19	4.90	5.00	5.00	4.90	4.40	4.40	32.59	32.62
20	5.00	5.00	5.00	5.00	4.70	4.70	32.64	NaN
21	5.00	5.00	5.00	4.80	4.80	4.80	32.57	NaN
22	4.40	4.40	4.50	4.50	4.50	4.50	32.61	NaN
23	4.00	4.10	4.10	4.10	4.10	4.10	32.58	NaN
24	3.00	3.00	3.00	3.00	3.00	3.00	32.58	NaN
25	3.00	3.00	3.00	3.10	3.10	3.10	32.52	NaN
26	2.60	2.90	2.90	2.90	NaN	NaN	32.52	32.52
27	2.60	2.50	2.60	2.70	2.70	2.80	32.47	NaN
28	2.60	2.60	2.70	2.70	2.70	2.70	32.50	NaN
