quad	lat	lon	yr	mo	day	time	ship_code	#groups	data type	cruise	station														
7	4220	7045	63	9	14	150	312B	6	3	7857	13	0	1400	5	1400	10	1400	15	1400	20	1400	25	1380		
7	4220	7045	63	9	15	150	312B	6	3	7857	14	0	1400	5	1390	10	1390	15	1390	20	1380	25	1360		
7	4220	7045	63	9	19	150	312B	6	3	7857	15	0	1490	5	1450	10	1400	15	1390	20	1360	25	1330		
7	4220	7045	63	9	20	150	312B	4	3	7857	16	0	1440	5	1430	10	1400	15	1370						
7	4220	7045	63	9	21	150	312B	5	3	7857	17	0	1440	5	1440	10	1400	15	1380	20	1350				
7	4220	7045	63	9	24	150	312B	7	3	7857	18	0	1300	5	1320	10	1320	15	1330	20	1330	25	1330	30	1320
7	4220	7045	63	9	25	150	312B	6	3	7857	19	0	1330	5	1330	10	1320	15	1320	20	1320	25	1320		
7	4220	7045	63	9	26	150	312B	6	3	7857	20	0	1300	5	1320	10	1320	15	1310	20	1300	25	1300		
7	4220	7045	63	9	27	150	312B	6	3	7857	21	0	1320	5	1320	10	1320	15	1310	20	1300	25	1290		
7	4220	7045	63	9	28	150	312B	7	3	7857	22	0	1340	5	1340	10	1330	15	1330	20	1320	25	1300	30	1280
7	4220	7045	63	9	29	150	312B	6	3	7857	23	0	1360	5	1350	10	1350	15	1340	20	1340	25	1300		
7	4220	7045	63	9	30	150	312B	6	3	7857	24	0	1320	5	1320	10	1320	15	1320	20	1330	25	1320		
7	4220	7045	63	10	1	150	312B	6	3	7858	1	0	1330	5	1320	10	1320	15	1320	20	1320	25	1320		
7	4220	7045	63	10	2	150	312B	5	3	7858	2	0	1330	5	1330	10	1330	15	1330	20	1300				
7	4220	7045	63	10	3	150	312B	5	3	7858	3	0	1340	5	1330	10	1330	15	1320	20	1280				
7	4220	7045	63	10	4	150	312B	6	3	7858	4	0	1320	5	1320	10	1320	15	1320	20	1310	25	1090		
7	4220	7045	63	10	5	150	312B	6	3	7858	5	0	1290	5	1290	10	1290	15	1290	20	1290	25	1210		
7	4220	7045	63	10	6	150	312B	5	3	7858	6	0	1320	5	1290	10	1290	15	1290	20	1280				
7	4220	7045	63	10	7	150	312B	6	3	7858	7	0	1320	5	1310	10	1310	15	1300	20	1240	25	1010		
7	4220	7045	63	10	8	150	312B	6	3	7858	8	0	1340	5	1330	10	1330	15	1330	20	1210	25	1000		
7	4220	7045	63	10	9	150	312B	6	3	7858	9	0	1290	5	1310	10	1320	15	1330	20	1330	25	1070		
7	4220	7045	63	10	10	150	312B	5	3	7858	10	0	1310	5	1300	10	1300	15	1300	20	1170				
7	4220	7045	63	10	11	150	312B	6	3	7858	11	0	1300	5	1300	10	1300	15	1300	20	1170	25	1000		
7	4220	7045	63	10	13	150	312B	6	3	7858	13	0	1270	5	1270	10	1270	15	1270	20	1260	25	1240		
7	4220	7045	63	10	14	150	312B	6	3	7858	14	0	1230	5	1230	10	1230	15	1230	20	1230	25	1170		
7	4220	7045	63	10	15	150	312B	7	3	7858	15	0	1380	5	1230	10	1230	15	1220	20	1220	25	1190	30	970
7	4220	7045	63	10	16	150	312B	5	3	7858	16	0	1260	5	1260	10	1260	15	1220	20	1160				
7	4220	7045	63	10	17	150	312B	6	3	7858	17	0	1290	5	1290	10	1270	15	1230	20	1160	25	980		
7	4220	7045	63	10	18	150	312B	6	3	7858	18	0	1300	5	1300	10	1280	15	1270	20	1150	25	1040		
7	4220	7045	63	10	19	150	312B	7	3	7858	19	0	1390	5	1280	10	1270	15	1260	20	1160	25	1010	30	930
7	4220	7045	63	10	20	150	312B	6	3	7858	20	0	1300	5	1290	10	1290	15	1250	20	1080	25	960		
7	4220	7045	63	10	22	150	312B	6	3	7858	21	0	1200	5	1220	10	1220	15	1220	20	1060	25	1000		
7	4220	7045	63	10	23	150	312B	6	3	7858	22	0	1230	5	1230	10	1220	15	1220	20	1190	25	1060		
7	4220	7045	63	10	24	150	312B	5	3	7858	23	0	1220	5	1210	10	1210	15	1210	20	1130				
7	4220	7045	63	10	25	150	312B	6	3	7858	24	0	1240	5	1220	10	1210	15	1200	20	1130	25	1040		
7	4220	7045	63	10	26	150	312B	5	3	7858	25	0	1230	5	1230	10	1220	15	1170	20	1120				
7	4220	7045	63	10	28	150	312B	6	3	7858	27	0	1230	5	1230	10	1230	15	1220	20	1120	25	1000		
7	4220	7045	63	10	31	150	312B	5	3	7858	28	0	1100	5	1100	10	1100	15	1100	20	1090				
7	4220	7045	63	11	1	150	312B	5	3	7859	1	0	1100	5	1100	10	1100	15	1100	20	1070				
7	4220	7045	63	11	2	150	312B	6	3	7859	2	0	1070	5	1080	10	1090	15	1090	20	1080	25	1070
7	4220	7045	63	11	3	150	312B	6	3	7859	3	0	1060	5	1050	10	1050	15	1040	20	1040	25	1040
7	4220	7045	63	11	4	150	312B	6	3	7859	4	0	1040	5	1040	10	1040	15	1040	20	1040	25	1040
7	4220	7045	63	11	21	150	312B	6	3	7859	5	0	900	5	900	10	900	15	900	20	900	25	910
7	4220	7045	63	11	22	150	312B	6	3	7859	6	0	910	5	900	10	930	15	940	20	960	25	970
7	4220	7045	63	11	23	150	312B	5	3	7859	7	0	930	5	930	10	930	15	940	20	950		
7	4220	7045	63	11	24	150	312B	6	3	7859	8	0	930	5	940	10	940	15	940	20	940	25	960
7	4220	7045	63	11	27	150	312B	5	3	7859	10	0	900	5	900	10	900	15	920	20	920		
7	4220	7045	63	11	28	150	312B	4	3	7859	11	0	890	5	890	10	890	15	900				
7	4220	7045	63	12	1	150	312B	2	3	7860	1	0	940	5	950								
7	4220	7045	63	12	4	150	312B	5	3	7860	3	0	820	5	840	10	830	15	840	20	840		
7	4220	7045	63	12	5	150	312B	5	3	7860	4	0	830	5	830	10	830	15	830	20	830		
7	4220	7045	63	12	6	150	312B	5	3	7860	5	0	840	5	840	10	840	15	840	20	840		
7	4220	7045	63	12	7	150	312B	6	3	7860	6	0	830	5	830	10	830	15	830	20	830	25	850
7	4220	7045	63	12	8	150	312B	5	3	7860	7	0	740	5	750	10	800	15	820	20	840		
7	4220	7045	63	12	9	150	312B	3	3	7860	8	0	740	5	760	10	770						
7	4220	7045	63	12	11	150	312B	8	3	7860	10	0	760	5	770	10	770	15	770	20	780	25	780	30	780  35 760
7	4220	7045	63	12	12	150	312B	4	3	7860	11	0	720	5	730	10	730	15	740						
7	4220	7045	63	12	13	150	312B	5	3	7860	12	0	700	5	720	10	720	15	720	20	720				
7	4220	7045	63	12	14	150	312B	5	3	7860	13	0	720	5	720	10	720	15	720	20	730				
7	4220	7045	63	12	15	150	312B	7	3	7860	14	0	670	5	680	10	680	15	680	20	680	25	680	30	670
7	4220	7045	63	12	17	150	312B	7	3	7860	15	0	620	5	660	10	660	15	650	20	640	25	640	30	640
7	4220	7045	63	12	18	150	312B	5	3	7860	16	0	600	5	600	10	600	15	600	20	610				
7	4220	7045	63	12	20	150	312B	5	3	7860	17	0	540	5	550	10	550	15	550	20	550				
7	4220	7045	63	12	21	150	312B	6	3	7860	18	0	510	5	520	10	540	15	540	20	540	25	540		
7	4220	7045	63	12	23	150	312B	6	3	7860	20	0	550	5	540	10	540	15	540	20	540	25	540		
7	4220	7045	63	12	24	150	312B	5	3	7860	21	0	540	5	540	10	540	15	540	20	540				
7	4220	7045	63	12	25	150	312B	5	3	7860	22	0	540	5	540	10	540	15	530	20	530				
7	4220	7045	63	12	28	150	312B	5	3	7860	23	0	480	5	480	10	480	15	480	20	480				
7	4220	7045	63	12	29	150	312B	5	3	7860	24	0	480	5	480	10	480	15	480	20	480				
7	4220	7045	63	12	31	150	312B	5	3	7860	25	0	440	5	450	10	450	15	450	20	440				
7	4220	7045	64	1	10	150	312B	6	3	7861	1	0	460	5	460	10	460	15	460	20	460	25	460		
7	4220	7045	64	1	12	150	312B	6	3	7861	3	0	430	5	430	10	430	15	420	20	410	25	400
7	4220	7045	64	1	15	150	312B	6	3	7861	4	0	370	5	370	10	370	15	370	20	370	25	370
7	4220	7045	64	1	16	150	312B	5	3	7861	5	0	360	5	360	10	360	15	360	20	360		
7	4220	7045	64	1	17	150	312B	5	3	7861	6	0	370	5	370	10	370	15	370	20	360		
7	4220	7045	64	1	18	150	312B	5	3	7861	7	0	270	5	270	10	280	15	290	20	300		
7	4220	7045	64	1	19	150	312B	5	3	7861	8	0	330	5	340	10	340	15	330	20	320		
7	4220	7045	64	1	20	150	312B	5	3	7861	9	0	290	5	290	10	290	15	300	20	320		
7	4220	7045	64	1	22	150	312B	5	3	7861	10	0	290	5	290	10	290	15	290	20	280		
7	4220	7045	64	1	23	150	312B	5	3	7861	11	0	290	5	290	10	290	15	290	20	280		
7	4220	7045	64	1	24	150	312B	5	3	7861	12	0	230	5	270	10	270	15	280	20	290		
7	4220	7045	64	1	26	150	312B	5	3	7861	13	0	340	5	360	10	360	15	360	20	360		
7	4220	7045	64	1	28	150	312B	5	3	7861	14	0	290	5	290	10	290	15	290	20	300		
7	4220	7045	64	1	30	150	312B	5	3	7861	15	0	270	5	270	10	270	15	280	20	310		
7	4220	7045	64	1	31	150	312B	4	3	7861	16	0	270	5	270	10	270	15	270				
7	4220	7045	64	2	1	150	312B	5	3	7862	1	0	260	5	320	10	350	15	370	20	370		
7	4220	7045	64	2	5	150	312B	5	3	7862	2	0	340	5	340	10	340	15	340	20	340		
7	4220	7045	64	2	6	150	312B	6	3	7862	3	0	340	5	340	10	340	15	340	20	340	25	340		
7	4220	7045	64	2	7	150	312B	5	3	7862	4	0	330	5	330	10	330	15	330	20	330				
7	4220	7045	64	2	8	150	312B	5	3	7862	5	0	320	5	320	10	320	15	330	20	330				
7	4220	7045	64	2	11	150	312B	5	3	7862	8	0	280	5	280	10	280	15	280	20	280				
7	4220	7045	64	2	13	150	312B	5	3	7862	10	0	290	5	290	10	290	15	280	20	280				
7	4220	7045	64	2	14	150	312B	5	3	7862	11	0	270	5	270	10	270	15	270	20	270				
7	4220	7045	64	2	17	150	312B	6	3	7862	13	0	250	5	260	10	260	15	260	20	260	25	260		
7	4220	7045	64	2	18	150	312B	5	3	7862	14	0	260	5	270	10	260	15	260	20	260				
7	4220	7045	64	2	20	150	312B	5	3	7862	15	0	260	5	260	10	260	15	240	20	230				
7	4220	7045	64	2	21	150	312B	5	3	7862	16	0	220	5	220	10	220	15	220	20	220				
7	4220	7045	64	2	23	150	312B	7	3	7862	18	0	130	5	130	10	130	15	130	20	140	25	150	30	170
7	4220	7045	64	2	25	150	312B	5	3	7862	20	0	220	5	220	10	220	15	220	20	220				
7	4220	7045	64	2	27	150	312B	5	3	7862	22	0	210	5	210	10	210	15	210	20	210				
7	4220	7045	64	2	28	150	312B	5	3	7862	23	0	160	5	180	10	200	15	210	20	220				
7	4220	7045	64	2	29	150	312B	5	3	7862	24	0	200	5	200	10	200	15	200	20	200				
7	4220	7045	64	3	5	150	312B	5	3	7863	1	0	230	5	230	10	230	15	230	20	230				
7	4220	7045	64	3	6	150	312B	5	3	7863	2	0	250	5	240	10	250	15	240	20	250		
7	4220	7045	64	3	7	150	312B	5	3	7863	3	0	240	5	240	10	240	15	240	20	240		
7	4220	7045	64	3	8	150	312B	5	3	7863	4	0	260	5	260	10	270	15	270	20	260		
7	4220	7045	64	3	9	150	312B	5	3	7863	5	0	270	5	270	10	270	15	270	20	260		
7	4220	7045	64	3	12	150	312B	4	3	7863	6	0	240	5	260	10	260	15	250				
7	4220	7045	64	3	13	150	312B	4	3	7863	7	0	250	5	260	10	250	15	250				
7	4220	7045	64	3	14	150	312B	2	3	7863	8	0	280	5	270								
7	4220	7045	64	3	15	150	312B	3	3	7863	9	0	280	5	290	10	280						
7	4220	7045	64	3	16	150	312B	4	3	7863	10	0	280	5	290	10	280	15	280				
7	4220	7045	64	3	17	150	312B	5	3	7863	11	0	270	5	270	10	270	15	270	20	270		
7	4220	7045	64	3	19	150	312B	5	3	7863	12	0	270	5	270	10	270	15	270	20	270		
7	4220	7045	64	3	20	150	312B	5	3	7863	13	0	250	5	260	10	260	15	260	20	260		
7	4220	7045	64	3	21	150	312B	5	3	7863	14	0	260	5	260	10	250	15	240	20	240		
7	4220	7045	64	3	22	150	312B	5	3	7863	15	0	280	5	270	10	270	15	270	20	270		
7	4220	7045	64	3	23	150	312B	5	3	7863	16	0	270	5	270	10	270	15	270	20	270		
7	4220	7045	64	3	24	150	312B	6	3	7863	17	0	280	5	280	10	270	15	270	20	270	25	270
7	4220	7045	64	3	25	150	312B	6	3	7863	18	0	300	5	280	10	280	15	270	20	270	25	270		
7	4220	7045	64	3	26	150	312B	7	3	7863	19	0	300	5	290	10	290	15	280	20	280	25	280	30	270
7	4220	7045	64	3	27	150	312B	7	3	7863	20	0	280	5	280	10	280	15	270	20	270	25	270	30	270
7	4220	7045	64	3	28	150	312B	7	3	7863	21	0	320	5	290	10	290	15	280	20	280	25	280	30	280
7	4220	7045	64	3	29	150	312B	7	3	7863	22	0	310	5	320	10	320	15	300	20	300	25	300	30	290
7	4220	7045	64	3	30	150	312B	7	3	7863	23	0	310	5	310	10	300	15	300	20	300	25	300	30	290
7	4220	7045	64	5	1	100	312B	6	3	7865	1	0	670	5	660	10	630	15	560	20	500	25	490		
7	4220	7045	64	5	2	100	312B	6	3	7865	2	0	690	5	680	10	670	15	620	20	580	25	460		
7	4220	7045	64	5	4	100	312B	5	3	7865	3	0	740	5	730	10	720	15	670	20	420				
7	4220	7045	64	5	5	100	312B	4	3	7865	4	0	800	5	790	10	770	15	610						
7	4220	7045	64	5	6	100	312B	4	3	7865	5	0	860	5	820	10	710	15	480						
7	4220	7045	64	5	7	100	312B	4	3	7865	6	0	1030	5	880	10	710	15	510						
7	4220	7045	64	5	8	100	312B	4	3	7865	7	0	940	5	920	10	870	15	610						
7	4220	7045	64	5	9	100	312B	4	3	7865	8	0	930	5	920	10	620	15	430						
7	4220	7045	64	5	10	100	312B	3	3	7865	9	0	940	5	880	10	630								
7	4220	7045	64	5	12	100	312B	5	3	7865	10	0	970	5	880	10	810	15	610	20	420				
7	4220	7045	64	5	13	100	312B	6	3	7865	11	0	1090	5	1020	10	790	15	610	20	510	25	400		
7	4220	7045	64	5	15	100	312B	7	3	7865	12	0	910	5	910	10	910	15	880	20	620	25	520	30	440
7	4220	7045	64	5	17	100	312B	5	3	7865	13	0	980	5	950	10	930	15	920	20	510				
7	4220	7045	64	5	18	100	312B	5	3	7865	14	0	1000	5	960	10	930	15	880	20	510				
7	4220	7045	64	5	19	100	312B	4	3	7865	15	0	990	5	970	10	960	15	820						
7	4220	7045	64	5	20	100	312B	4	3	7865	16	0	1000	5	1000	10	970	15	720						
7	4220	7045	64	5	21	100	312B	5	3	7865	17	0	890	5	890	10	890	15	890	20	620				
7	4220	7045	64	5	22	100	312B	4	3	7865	18	0	970	5	960	10	920	15	500						
7	4220	7045	64	5	23	100	312B	4	3	7865	19	0	990	5	980	10	970	15	890						
7	4220	7045	64	5	24	100	312B	5	3	7865	20	0	1170	5	1060	10	830	15	660	20	390				
7	4220	7045	64	5	25	100	312B	4	3	7865	21	0	1150	5	1030	10	750	15	440						
7	4220	7045	64	6	1	100	312B	4	3	7866	1	0	1010	5	990	10	930	15	570						
7	4220	7045	64	6	2	100	312B	4	3	7866	2	0	1180	5	1090	10	780	15	610						
7	4220	7045	64	6	3	100	312B	4	3	7866	3	0	1070	5	1020	10	900	15	490						
7	4220	7045	64	6	4	100	312B	4	3	7866	4	0	1010	5	990	10	620	15	460						
7	4220	7045	64	6	5	100	312B	4	3	7866	5	0	1080	5	1080	10	930	15	560						
7	4220	7045	64	6	6	100	312B	4	3	7866	6	0	1180	5	1160	10	1010	15	570				
7	4220	7045	64	6	7	100	312B	4	3	7866	7	0	1110	5	1020	10	620	15	420				
7	4220	7045	64	6	8	100	312B	4	3	7866	8	0	1110	5	1070	10	830	15	480				
7	4220	7045	64	6	10	100	312B	5	3	7866	9	0	1080	5	1060	10	1010	15	610	20	420		
7	4220	7045	64	6	12	100	312B	5	3	7866	10	0	1260	5	1250	10	1170	15	590	20	390		
7	4220	7045	64	6	14	100	312B	6	3	7866	11	0	1190	5	1180	10	1100	15	560	20	410	25	410
7	4220	7045	64	6	17	100	312B	4	3	7866	12	0	1230	5	1230	10	1210	15	1140				
7	4220	7045	64	6	18	100	312B	6	3	7866	13	0	1200	5	1170	10	1150	15	1080	20	890	25	540
7	4220	7045	64	6	19	100	312B	4	3	7866	14	0	1300	5	1300	10	1140	15	1090				
7	4220	7045	64	6	20	100	312B	4	3	7866	15	0	1400	5	1270	10	1110	15	1050				
7	4220	7045	64	6	21	100	312B	4	3	7866	16	0	1420	5	1370	10	1170	15	970				
7	4220	7045	64	6	22	100	312B	4	3	7866	17	0	1410	5	1290	10	1160	15	980				
7	4220	7045	64	6	23	100	312B	6	3	7866	18	0	1420	5	1270	10	1200	15	1040	20	700	25	580
7	4220	7045	64	6	24	100	312B	6	3	7866	19	0	1490	5	1400	10	1230	15	1060	20	800	25	580
7	4220	7045	64	6	25	100	312B	5	3	7866	20	0	1470	5	1310	10	1070	15	820	20	490		
7	4220	7045	64	6	27	100	312B	5	3	7866	21	0	1340	5	1280	10	1080	15	690	20	480		
7	4220	7045	64	6	28	100	312B	6	3	7866	22	0	1460	5	1400	10	1170	15	800	20	530	25	470
7	4220	7045	64	6	29	100	312B	6	3	7866	23	0	1440	5	1410	10	1110	15	750	20	560	25	510
7	4220	7045	64	6	30	100	312B	3	3	7866	24	0	1180	5	1130	10	600						
7	4220	7045	64	7	1	100	312B	6	3	7867	1	0	1490	5	1380	10	1060	15	780	20	410	25	400
7	4220	7045	64	7	2	100	312B	6	3	7867	2	0	1520	5	1340	10	990	15	560	20	220	25	210
7	4220	7045	64	7	3	100	312B	5	3	7867	3	0	1500	5	1420	10	1070	15	530	20	430		
7	4220	7045	64	7	5	100	312B	4	3	7867	4	0	1480	5	1280	10	910	15	700				
7	4220	7045	64	7	11	100	312B	4	3	7867	5	0	1640	5	1630	10	1630	15	1350				
7	4220	7045	64	7	12	100	312B	4	3	7867	6	0	1620	5	1590	10	1510	15	1130				
7	4220	7045	64	7	16	100	312B	6	3	7867	7	0	1670	5	1620	10	1600	15	1480	20	930	25	670
7	4220	7045	64	7	17	100	312B	5	3	7867	8	0	1760	5	1700	10	1580	15	1290	20	890		
7	4220	7045	64	7	18	100	312B	6	3	7867	9	0	1800	5	1780	10	1680	15	1360	20	880	25	790
7	4220	7045	64	7	20	100	312B	6	3	7867	10	0	1820	5	1820	10	1800	15	1520	20	1020	25	800
7	4220	7045	64	7	21	100	312B	5	3	7867	11	0	1840	5	1820	10	1560	15	1460	20	1020		
7	4220	7045	64	7	23	100	312B	5	3	7867	12	0	1920	5	1910	10	1290	15	1030	20	910		
7	4220	7045	64	7	24	100	312B	6	3	7867	13	0	1780	5	1780	10	1770	15	1310	20	870	25	670
7	4220	7045	64	7	25	100	312B	6	3	7867	14	0	1600	5	1600	10	1600	15	1300	20	610	25	510		
7	4220	7045	64	7	26	100	312B	6	3	7867	15	0	1720	5	1710	10	1710	15	1680	20	1010	25	810		
7	4220	7045	64	7	27	100	312B	6	3	7867	16	0	1720	5	1720	10	1700	15	1320	20	820	25	680		
7	4220	7045	64	7	28	100	312B	6	3	7867	17	0	1780	5	1710	10	1630	15	1250	20	880	25	620		
7	4220	7045	64	7	29	100	312B	5	3	7867	18	0	1770	5	1500	10	1280	15	1040	20	780				
7	4220	7045	64	7	30	100	312B	6	3	7867	19	0	1790	5	1770	10	1690	15	1170	20	740	25	660		
7	4220	7045	64	8	16	100	312B	5	3	7868	1	0	1520	5	1510	10	1000	15	610	20	580				
7	4200	7045	64	8	17	100	312B	4	3	7868	2	0	1470	5	1360	10	960	15	630						
7	4200	7045	64	8	25	100	312B	5	3	7868	3	0	1640	5	1440	10	1070	15	820	20	730				
7	4200	7045	64	8	26	100	312B	4	3	7868	4	0	1670	5	1250	10	890	15	730						
7	4200	7045	64	8	27	100	312B	4	3	7868	5	0	1670	5	1380	10	1170	15	790						
7	4220	7045	64	9	2	130	312B	7	3	7869	1	0	1740	5	1680	10	1580	15	840	20	730	25	710	30	670
7	4220	7045	64	9	7	130	312B	7	3	7869	2	0	1770	5	1710	10	1620	15	1210	20	990	25	870	30	820
7	4220	7045	64	9	8	130	312B	6	3	7869	3	0	1710	5	1680	10	1310	15	970	20	810	25	750		
7	4220	7045	64	9	9	130	312B	7	3	7869	4	0	1700	5	1660	10	1620	15	1020	20	840	25	760	30	710
7	4220	7045	64	9	10	130	312B	5	3	7869	5	0	1820	5	1690	10	1430	15	1090	20	770				
7	4220	7045	64	9	11	130	312B	7	3	7869	6	0	1690	5	1660	10	1510	15	1300	20	880	25	730	30	710
7	4220	7045	64	9	12	130	312B	7	3	7869	7	0	1680	5	1680	10	1660	15	1210	20	1990	25	1810	30	1760
7	4220	7045	64	9	13	130	312B	7	3	7869	8	0	1600	5	1600	10	1600	15	1460	20	940	25	880	30	860
7	4220	7045	64	9	14	130	312B	7	3	7869	9	0	1490	5	1490	10	1490	15	1330	20	1030	25	910	30	900
7	4220	7045	64	9	16	130	312B	7	3	7869	10	0	1590	5	1560	10	1520	15	1460	20	1110	25	980	30	920
7	4220	7045	64	9	18	130	312B	7	3	7869	11	0	1560	5	1540	10	1520	15	1500	20	980	25	930	30	890
7	4220	7045	64	9	19	130	312B	7	3	7869	12	0	1480	5	1470	10	1460	15	1410	20	970	25	920	30	880
7	4220	7045	64	9	20	130	312B	7	3	7869	13	0	1470	5	1470	10	1440	15	1420	20	1090	25	920	30	890
7	4220	7045	64	9	21	130	312B	7	3	7869	14	0	1540	5	1530	10	1530	15	1510	20	1340	25	980	30	910
7	4220	7045	64	9	22	130	312B	7	3	7869	15	0	1520	5	1510	10	1510	15	1510	20	1430	25	1130	30	1050
7	4220	7045	64	9	23	130	312B	7	3	7869	16	0	1560	5	1550	10	1520	15	1510	20	1130	25	1080	30	1040
7	4220	7045	64	9	24	130	312B	7	3	7869	17	0	1590	5	1560	10	1510	15	1490	20	1330	25	1160	30	1020
7	4220	7045	64	9	26	130	312B	7	3	7869	18	0	1590	5	1520	10	1480	15	1300	20	1210	25	1060	30	940
7	4220	7045	64	9	27	130	312B	6	3	7869	19	0	1560	5	1540	10	1510	15	1460	20	1270	25	1130		
7	4220	7045	64	9	28	130	312B	6	3	7869	20	0	1400	5	1400	10	1400	15	1390	20	1390	25	1340		
7	4220	7045	64	9	29	130	312B	6	3	7869	21	0	1390	5	1390	10	1380	15	1380	20	1160	25	790		
7	4220	7045	64	10	2	150	312B	5	3	7870	2	0	1350	5	1350	10	1340	15	1070	20	900
7	4220	7045	64	10	3	150	312B	5	3	7870	3	0	1210	5	1210	10	1120	15	910	20	710
7	4220	7045	64	10	4	150	312B	4	3	7870	4	0	1190	5	1200	10	1190	15	910		
7	4220	7045	64	10	5	150	312B	5	3	7870	5	0	1200	5	1200	10	1190	15	730	20	700
7	4220	7045	64	10	6	150	312B	5	3	7870	6	0	1200	5	1200	10	1190	15	990	20	700
7	4220	7045	64	10	7	150	312B	5	3	7870	7	0	1050	5	1040	10	900	15	710	20	700
7	4220	7045	64	10	8	150	312B	5	3	7870	8	0	1020	5	920	10	920	15	780	20	750
7	4220	7045	64	10	9	150	312B	4	3	7870	9	0	1010	5	990	10	930	15	820		
7	4220	7045	64	10	10	150	312B	5	3	7870	10	0	1110	5	1050	10	1010	15	910	20	850
7	4220	7045	64	10	11	150	312B	5	3	7870	11	0	1020	5	1020	10	1020	15	960	20	950
7	4220	7045	64	10	12	150	312B	3	3	7870	12	0	1000	5	1000	10	960				
7	4220	7045	64	10	13	150	312B	4	3	7870	13	0	1080	5	1060	10	1020	15	990		
7	4220	7045	64	10	14	150	312B	5	3	7870	14	0	1080	5	1080	10	1080	15	1000	20	890
7	4220	7045	64	10	16	150	312B	5	3	7870	16	0	1150	5	1150	10	1150	15	1100	20	1000
7	4220	7045	64	10	17	150	312B	5	3	7870	17	0	1120	5	1120	10	1120	15	1100	20	990
7	4220	7045	64	10	18	150	312B	4	3	7870	18	0	1190	5	1180	10	1130	15	1120		
7	4220	7045	64	10	20	150	312B	5	3	7870	20	0	990	5	990	10	990	15	950	20	900				
7	4220	7045	64	10	21	150	312B	5	3	7870	21	0	970	5	970	10	970	15	970	20	950				
7	4220	7045	64	10	22	150	312B	5	3	7870	22	0	970	5	970	10	970	15	920	20	860				
7	4220	7045	64	10	24	150	312B	6	3	7870	24	0	930	5	920	10	910	15	910	20	910	25	910		
7	4220	7045	64	10	25	150	312B	5	3	7870	25	0	920	5	920	10	910	15	880	20	800				
7	4220	7045	64	10	26	150	312B	5	3	7870	26	0	920	5	910	10	900	15	900	20	890				
7	4220	7045	64	10	27	150	312B	5	3	7870	27	0	980	5	930	10	920	15	910	20	900				
7	4220	7045	64	10	28	150	312B	5	3	7870	28	0	1000	5	960	10	950	15	910	20	900				
7	4220	7045	64	10	31	150	312B	6	3	7870	30	0	1470	5	1470	10	1470	15	1470	20	1470	25	1470		
7	4220	7045	64	11	3	100	312B	7	3	7871	1	0	970	5	970	10	970	15	970	20	970	25	970	30	940
7	4220	7045	64	11	4	100	312B	7	3	7871	2	0	940	5	950	10	960	15	960	20	970	25	970	30	950
7	4220	7045	64	11	5	100	312B	4	3	7871	3	0	950	5	950	10	950	15	960						
7	4220	7045	64	11	6	100	312B	4	3	7871	4	0	920	5	930	10	940	15	990						
7	4220	7045	64	11	7	100	312B	7	3	7871	5	0	920	5	920	10	930	15	930	20	940	25	940	30	910
7	4220	7045	64	11	8	100	312B	7	3	7871	6	0	960	5	940	10	940	15	940	20	940	25	940	30	910
7	4220	7045	64	11	9	100	312B	7	3	7871	7	0	960	5	960	10	960	15	960	20	940	25	930	30	920
7	4220	7045	64	11	10	100	312B	7	3	7871	8	0	950	5	940	10	940	15	940	20	940	25	920	30	910
7	4220	7045	64	11	11	100	312B	7	3	7871	9	0	930	5	930	10	940	15	950	20	950	25	950	30	930
7	4220	7045	64	11	12	100	312B	7	3	7871	10	0	930	5	930	10	930	15	930	20	920	25	910	30	890
7	4220	7045	64	11	13	100	312B	7	3	7871	11	0	950	5	950	10	950	15	960	20	960	25	930	30	910
7	4220	7045	64	11	14	100	312B	7	3	7871	12	0	920	5	920	10	920	15	920	20	920	25	910	30	910
7	4220	7045	64	11	15	100	312B	7	3	7871	13	0	900	5	910	10	910	15	920	20	920	25	910	30	910
7	4220	7045	64	11	16	100	312B	6	3	7871	14	0	900	5	910	10	910	15	910	20	910	25	910		
7	4220	7045	64	11	17	100	312B	7	3	7871	15	0	900	5	900	10	900	15	900	20	900	25	900	30	900
7	4220	7045	64	11	18	100	312B	7	3	7871	16	0	880	5	880	10	880	15	880	20	880	25	880	30	880
7	4220	7045	64	11	18	100	312B	7	3	7871	18	0	890	5	870	10	880	15	880	20	870	25	870	30	870
7	4220	7045	64	11	19	100	312B	7	3	7871	17	0	880	5	880	10	880	15	880	20	880	25	880	30	880
7	4220	7045	64	11	21	100	312B	7	3	7871	19	0	840	5	840	10	840	15	850	20	850	25	860	30	860
7	4220	7045	64	11	21	100	312B	7	3	7871	21	0	780	5	790	10	800	15	800	20	800	25	800	30	800
7	4220	7045	64	11	22	100	312B	7	3	7871	20	0	800	5	810	10	810	15	810	20	810	25	810	30	800
7	4220	7045	64	11	24	100	312B	6	3	7871	22	0	810	5	810	10	810	15	810	20	810	25	810		
7	4220	7045	64	11	25	100	312B	7	3	7871	23	0	760	5	770	10	770	15	780	20	790	25	810	30	810
7	4220	7045	64	11	27	100	312B	6	3	7871	24	0	750	5	760	10	760	15	760	20	760	25	760		
7	4220	7045	64	11	28	100	312B	7	3	7871	25	0	780	5	780	10	790	15	790	20	790	25	790	30	790
