quad	lat	lon	yr	mo	day	time	ship_code	#groups	data type	cruise	station														
7	4220	7045	55	11	13	210	312B	6	3	7766	2	0	1010	5	1010	10	1010	15	1020	20	1020	25	1050		
7	4220	7045	55	11	14	200	312B	6	3	7766	3	0	1000	5	1000	10	1010	15	1020	20	1030	25	1060		
7	4220	7045	55	11	16	200	312B	7	3	7766	5	0	990	5	990	10	990	15	1000	20	1000	25	1010	30	1020
7	4220	7045	55	11	17	200	312B	6	3	7766	6	0	940	5	950	10	970	15	980	20	990	25	1000		
7	4220	7045	55	11	18	200	312B	7	3	7766	7	0	960	5	960	10	960	15	960	20	960	25	960	30	960
7	4220	7045	55	11	19	200	312B	7	3	7766	8	0	860	5	940	10	940	15	960	20	960	25	960	30	960
7	4220	7045	55	11	21	200	312B	6	3	7766	10	0	910	5	920	10	920	15	920	20	920	25	920		
7	4220	7045	55	11	22	200	312B	6	3	7766	11	0	860	5	870	10	870	15	870	20	870	25	870		
7	4220	7045	55	11	23	200	312B	7	3	7766	12	0	920	5	920	10	920	15	920	20	920	25	920	30	920
7	4220	7045	55	11	24	200	312B	7	3	7766	13	0	890	5	890	10	890	15	890	20	890	25	890	30	890
7	4220	7045	55	11	25	200	312B	6	3	7766	14	0	910	5	910	10	920	15	920	20	920	25	920		
7	4220	7045	55	11	26	200	312B	6	3	7766	15	0	860	5	880	10	880	15	880	20	880	25	880		
7	4220	7045	55	11	27	200	312B	6	3	7766	16	0	830	5	830	10	830	15	830	20	830	25	830		
7	4220	7045	55	11	28	200	312B	7	3	7766	17	0	740	5	820	10	880	15	890	20	890	25	890	30	890
7	4220	7045	55	11	29	200	312B	7	3	7766	18	0	840	5	840	10	840	15	840	20	840	25	840	30	840
7	4220	7045	55	11	30	200	312B	5	3	7766	19	0	830	5	830	10	830	15	830	20	830				
7	4220	7045	55	12	1	200	312B	6	3	7767	1	0	830	5	830	10	830	15	830	20	830	25	830		
7	4220	7045	55	12	2	200	312B	7	3	7767	2	0	820	5	820	10	820	15	820	20	820	25	820	30	820
7	4220	7045	55	12	3	200	312B	5	3	7767	3	0	800	5	790	10	790	15	790	20	790				
7	4220	7045	55	12	4	200	312B	6	3	7767	4	0	730	5	730	10	730	15	730	20	730	25	730		
7	4220	7045	55	12	6	200	312B	7	3	7767	6	0	720	5	720	10	720	15	720	20	720	25	720	30	720
7	4220	7045	55	12	7	200	312B	6	3	7767	7	0	670	5	670	10	670	15	670	20	670	25	670		
7	4220	7045	55	12	8	200	312B	6	3	7767	8	0	760	5	760	10	760	15	760	20	760	25	760		
7	4220	7045	55	12	9	200	312B	6	3	7767	9	0	720	5	720	10	720	15	720	20	720	25	740		
7	4220	7045	55	12	10	200	312B	6	3	7767	10	0	670	5	670	10	670	15	670	20	670	25	670		
7	4220	7045	55	12	11	99*	312B	6	3	7767	11	0	700	5	700	10	700	15	700	20	700	25	700		
7	4220	7045	55	12	12	200	312B	7	3	7767	12	0	720	5	720	10	720	15	720	20	720	25	720	30	720
7	4220	7045	55	12	13	200	312B	6	3	7767	13	0	700	5	700	10	710	15	710	20	710	25	710		
7	4220	7045	55	12	14	200	312B	6	3	7767	14	0	980	5	980	10	980	15	980	20	980	25	980		
7	4220	7045	55	12	15	200	312B	6	3	7767	15	0	550	5	620	10	620	15	630	20	640	25	640		
7	4220	7045	55	12	16	200	312B	7	3	7767	16	0	620	5	620	10	620	15	620	20	620	25	620	30	620
7	4220	7045	55	12	19	200	312B	7	3	7767	19	0	560	5	560	10	560	15	560	20	580	25	650	30	670
7	4220	7045	55	12	20	200	312B	7	3	7767	20	0	510	5	510	10	520	15	520	20	520	25	520	30	520
7	4220	7045	55	12	21	172	312B	7	3	7768	1	0	450	5	450	10	450	15	450	20	450	25	440	30	440
7	4220	7045	55	12	22	170	312B	6	3	7768	2	0	440	5	440	10	450	15	450	20	440	25	440		
7	4220	7045	55	12	23	170	312B	6	3	7768	3	0	400	5	400	10	400	15	400	20	400	25	420		
7	4220	7045	55	12	24	170	312B	6	3	7768	4	0	390	5	390	10	390	15	400	20	420	25	490		
7	4220	7045	55	12	25	173	312B	6	3	7768	5	0	400	5	420	10	440	15	500	20	500	25	500		
7	4220	7045	55	12	26	170	312B	7	3	7768	6	0	430	5	440	10	440	15	440	20	440	25	440	30	460
7	4220	7045	55	12	27	170	312B	7	3	7768	7	0	420	5	440	10	440	15	440	20	440	25	440	30	460
7	4220	7045	55	12	30	170	312B	7	3	7768	10	0	440	5	440	10	450	15	450	20	450	25	450	30	440
7	4220	7045	55	12	31	170	312B	7	3	7768	11	0	390	5	400	10	400	15	400	20	400	25	400	30	400
7	4220	7045	56	1	1	170	312B	7	3	7769	1	0	400	5	410	10	400	15	400	20	410	25	400	30	400
7	4220	7045	56	1	2	170	312B	7	3	7769	2	0	390	5	390	10	390	15	390	20	390	25	390	30	370
7	4220	7045	56	1	3	170	312B	7	3	7769	3	0	380	5	380	10	380	15	380	20	380	25	380	30	380
7	4220	7045	56	1	4	170	312B	10	3	7769	4	0	330	5	330	10	330	15	330	20	340	25	360	30	440  35 490  40 560  45 620
7	4220	7045	56	1	5	170	312B	6	3	7769	5	0	380	5	380	10	380	15	380	20	380	25	380		
7	4220	7445	56	1	6	170	312B	6	3	7769	6	0	360	5	370	10	370	15	370	20	370	25	380		
7	4220	7045	56	1	7	170	312B	6	3	7769	7	0	340	5	350	10	350	15	350	20	350	25	350		
7	4220	7045	56	1	8	170	312B	6	3	7769	8	0	310	5	340	10	340	15	340	20	340	25	340		
7	4220	7045	56	1	9	170	312B	7	3	7769	9	0	300	5	320	10	320	15	320	20	320	25	320	30	320
7	4220	7045	56	1	10	170	312B	7	3	7769	10	0	250	5	260	10	270	15	270	20	270	25	270	30	260
7	4220	7045	56	1	11	170	312B	7	3	7769	11	0	430	5	430	10	430	15	440	20	460	25	470	30	490
7	4220	7045	56	1	12	170	312B	7	3	7769	12	0	380	5	390	10	390	15	390	20	390	25	390	30	390
7	4220	7045	56	1	13	170	312B	8	3	7769	13	0	390	5	390	10	390	15	390	20	390	25	390	30	400  35 400
7	4220	7045	56	1	14	170	312B	7	3	7769	14	0	380	5	390	10	390	15	390	20	390	25	390	30	390
7	4220	7045	56	1	15	170	312B	7	3	7769	15	0	370	5	380	10	380	15	380	20	380	25	380	30	390
7	4220	7045	56	1	16	185	312B	7	3	7769	16	0	380	5	380	10	380	15	390	20	400	25	400	30	400
7	4220	7045	56	1	17	170	312B	8	3	7769	17	0	380	5	390	10	390	15	390	20	390	25	390	30	400  35 400
7	4220	7045	56	1	18	170	312B	7	3	7769	18	0	370	5	380	10	380	15	380	20	380	25	380	30	380
7	4220	7045	56	1	19	170	312B	7	3	7769	19	0	340	5	360	10	360	15	360	20	360	25	380	30	380
7	4220	7045	56	1	20	170	312B	7	3	7769	20	0	320	5	340	10	340	15	340	20	350	25	380	30	380
7	4220	7045	56	1	21	170	312B	7	3	7769	21	0	320	5	320	10	340	15	340	20	340	25	350	30	360
7	4220	7045	56	1	22	170	312B	7	3	7769	22	0	330	5	320	10	320	15	340	20	340	25	340	30	360
7	4220	7045	56	1	23	170	312B	7	3	7769	23	0	280	5	300	10	320	15	330	20	340	25	360	30	380
7	4220	7045	56	1	24	170	312B	7	3	7769	24	0	260	5	270	10	280	15	280	20	280	25	330	30	380
7	4220	7045	56	1	25	170	312B	7	3	7769	25	0	260	5	260	10	270	15	280	20	270	25	280	30	330
7	4220	7045	56	1	26	170	312B	8	3	7769	26	0	250	5	270	10	270	15	270	20	270	25	270	30	320  35 350
7	4220	7045	56	1	27	170	312B	8	3	7769	27	0	270	5	280	10	280	15	280	20	280	25	280	30	310  35 340
7	4220	7045	56	1	28	170	312B	8	3	7769	28	0	260	5	280	10	280	15	280	20	290	25	300	30	330  35 340
7	4220	7045	56	1	29	170	312B	7	3	7769	29	0	260	5	270	10	280	15	290	20	300	25	320	30	320
7	4220	7045	56	1	30	170	312B	7	3	7769	30	0	260	5	280	10	290	15	300	20	320	25	350	30	380
7	4220	7045	56	1	31	170	312B	8	3	7769	31	0	260	5	270	10	280	15	280	20	280	25	280	30	300  35 320
7	4220	7045	56	2	1	170	312B	6	3	7770	1	0	270	5	280	10	280	15	280	20	280	25	290		
7	4220	7045	56	2	2	170	312B	6	3	7770	2	0	270	5	270	10	270	15	270	20	300	25	340		
7	4220	7045	56	2	3	170	312B	7	3	7770	3	0	250	5	270	10	270	15	270	20	310	25	390	30	390
7	4220	7045	56	2	4	170	312B	5	3	7770	4	0	280	5	270	10	270	15	270	20	270				
7	4220	7045	56	2	5	170	312B	6	3	7770	5	0	270	5	280	10	280	15	280	20	290	25	330		
7	4220	7045	56	2	6	175	312B	5	3	7770	6	0	280	5	280	10	280	15	280	20	280				
7	4220	7045	56	2	8	170	312B	6	3	7770	8	0	280	5	280	10	280	15	280	20	280	25	290		
7	4220	7045	56	2	9	170	312B	5	3	7770	9	0	240	5	280	10	280	15	290	20	290				
7	4220	7045	56	2	10	170	312B	6	3	7770	10	0	260	5	270	10	280	15	280	20	280	25	280		
7	4220	7045	56	2	11	170	312B	5	3	7770	11	0	260	5	260	10	270	15	280	20	280				
7	4220	7045	56	2	12	170	312B	7	3	7770	12	0	270	5	260	10	260	15	280	20	280	25	280	30	280
7	4220	7045	56	2	13	170	312B	6	3	7770	13	0	280	5	290	10	290	15	290	20	290	25	290		
7	4220	7045	56	2	14	170	312B	6	3	7770	14	0	280	5	280	10	280	15	280	20	280	25	280		
7	4220	7045	56	2	15	170	312B	5	3	7770	15	0	280	5	280	10	280	15	280	20	280				
7	4220	7045	56	2	16	170	312B	6	3	7770	16	0	280	5	280	10	280	15	280	20	280	25	280		
7	4220	7045	56	2	17	170	312B	7	3	7770	17	0	280	5	280	10	280	15	280	20	280	25	280	30	290
7	4220	7045	56	2	18	170	312B	6	3	7770	18	0	290	5	290	10	290	15	290	20	290	25	310		
7	4220	7045	56	2	19	170	312B	6	3	7770	19	0	280	5	280	10	280	15	280	20	280	25	280		
7	4220	7045	56	2	20	170	312B	6	3	7770	20	0	280	5	280	10	280	15	280	20	300	25	310		
7	4220	7045	56	2	21	170	312B	5	3	7770	21	0	260	5	280	10	280	15	280	20	280				
7	4220	7045	56	2	22	170	312B	5	3	7770	22	0	270	5	270	10	270	15	270	20	280				
7	4220	7045	56	2	24	170	312B	6	3	7770	24	0	200	5	220	10	230	15	230	20	230	25	230		
7	4220	7045	56	2	25	170	312B	5	3	7770	25	0	200	5	200	10	240	15	260	20	260				
7	4220	7045	56	2	26	170	312B	6	3	7770	26	0	250	5	260	10	270	15	270	20	270	25	270		
7	4220	7045	56	2	27	170	312B	7	3	7770	27	0	270	5	270	10	270	15	270	20	270	25	270	30	270
7	4220	7045	56	2	28	170	312B	4	3	7770	28	0	230	5	270	10	270	15	270						
7	4220	7045	56	2	29	170	312B	5	3	7770	29	0	280	5	280	10	280	15	280	20	280				
7	4220	7045	56	3	1	170	312B	5	3	7771	1	0	260	5	260	10	260	15	260	20	250				
7	4220	7045	56	3	3	170	312B	6	3	7771	3	0	220	5	220	10	220	15	220	20	250	25	270		
7	4220	7045	56	3	4	170	312B	5	3	7771	4	0	270	5	270	10	270	15	270	20	280				
7	4220	7045	56	3	5	170	312B	5	3	7771	5	0	280	5	270	10	270	15	280	20	280				
7	4220	7045	56	3	6	170	312B	5	3	7771	6	0	250	5	280	10	280	15	280	20	280				
7	4220	7045	56	3	7	170	312B	5	3	7771	7	0	270	5	270	10	280	15	280	20	280				
7	4220	7045	56	3	8	170	312B	5	3	7771	8	0	250	5	230	10	240	15	250	20	250				
7	4220	7045	56	3	9	170	312B	5	3	7771	9	0	260	5	270	10	270	15	270	20	270				
7	4220	7045	56	3	10	170	312B	7	3	7771	10	0	270	5	250	10	260	15	270	20	270	25	270	30	280
7	4220	7045	56	3	11	170	312B	7	3	7771	11	0	280	5	280	10	280	15	290	20	280	25	280	30	280
7	4220	7045	56	3	12	170	312B	7	3	7771	12	0	280	5	280	10	280	15	280	20	290	25	290	30	290
7	4220	7045	56	3	13	170	312B	7	3	7771	13	0	260	5	270	10	270	15	270	20	270	25	270	30	280
7	4220	7045	56	3	15	170	312B	7	3	7771	15	0	280	5	280	10	280	15	270	20	280	25	280	30	280
7	4220	7045	56	3	16	170	312B	7	3	7771	16	0	290	5	290	10	290	15	290	20	290	25	290	30	290
7	4220	7045	56	3	17	170	312B	7	3	7771	17	0	280	5	280	10	280	15	280	20	280	25	280	30	280
7	4220	7045	56	3	18	170	312B	7	3	7771	18	0	260	5	260	10	270	15	270	20	270	25	270	30	270
7	4220	7045	56	3	19	170	312B	7	3	7771	19	0	230	5	270	10	270	15	280	20	280	25	280	30	280
7	4220	7045	56	3	20	170	312B	7	3	7771	20	0	200	5	210	10	210	15	210	20	210	25	210	30	200
7	4220	7045	56	3	21	170	312B	6	3	7771	21	0	230	5	230	10	220	15	220	20	240	25	270		
7	4220	7045	56	3	22	170	312B	6	3	7771	22	0	270	5	270	10	270	15	270	20	280	25	280		
7	4220	7045	56	3	23	170	312B	6	3	7771	23	0	250	5	260	10	270	15	270	20	270	25	270		
7	4220	7045	56	3	24	170	312B	7	3	7771	24	0	250	5	250	10	260	15	270	20	270	25	270	30	270
7	4220	7045	56	3	25	170	312B	7	3	7771	25	0	270	5	270	10	270	15	260	20	260	25	260	30	260
7	4220	7045	56	3	26	170	312B	7	3	7771	26	0	230	5	230	10	230	15	230	20	230	25	230	30	230
7	4220	7045	56	3	27	170	312B	7	3	7771	27	0	270	5	270	10	270	15	270	20	270	25	270	30	270
7	4220	7045	56	3	28	170	312B	8	3	7771	28	0	260	5	280	10	270	15	270	20	270	25	270	30	270  35 270
7	4220	7045	56	3	29	170	312B	5	3	7771	29	0	280	5	280	10	270	15	270	20	270				
7	4220	7045	56	3	30	170	312B	7	3	7771	30	0	230	5	230	10	230	15	230	20	230	25	230	30	230
7	4220	7045	56	3	31	170	312B	7	3	7771	31	0	230	5	230	10	230	15	230	20	230	25	230	30	230
7	4220	7045	56	4	1	170	312B	7	3	7772	1	0	240	5	240	10	230	15	230	20	230	25	230	30	240
7	4220	7045	56	4	2	170	312B	7	3	7772	2	0	290	5	270	10	250	15	230	20	230	25	230	30	240
7	4220	7045	56	4	3	170	312B	7	3	7772	3	0	280	5	280	10	280	15	260	20	230	25	240	30	250
7	4220	7045	56	4	4	170	312B	7	3	7772	4	0	320	5	310	10	280	15	270	20	240	25	230	30	230
7	4220	7045	56	4	5	170	312B	7	3	7772	5	0	320	5	310	10	290	15	270	20	230	25	240	30	240
7	4220	7045	56	4	6	170	312B	7	3	7772	6	0	390	5	320	10	320	15	280	20	260	25	230	30	240
7	4220	7045	56	4	7	170	312B	7	3	7772	7	0	340	5	340	10	340	15	330	20	300	25	250	30	260
7	4220	7045	56	4	8	170	312B	5	3	7772	8	0	230	5	250	10	280	15	280	20	280				
7	4220	7045	56	4	10	170	312B	7	3	7772	10	0	370	5	320	10	280	15	280	20	280	25	280	30	280
7	4220	7045	56	4	11	170	312B	7	3	7772	11	0	420	5	330	10	330	15	330	20	310	25	280	30	280
7	4220	7045	56	4	12	170	312B	7	3	7772	12	0	360	5	360	10	360	15	340	20	320	25	300	30	290
7	4220	7045	56	4	13	170	312B	6	3	7772	13	0	390	5	370	10	340	15	330	20	310	25	290		
7	4220	7045	56	4	14	170	312B	7	3	7772	14	0	400	5	380	10	350	15	340	20	330	25	330	30	330
7	4220	7045	56	4	16	170	312B	5	3	7772	16	0	430	5	430	10	300	15	390	20	330				
7	4220	7045	56	4	17	170	312B	7	3	7772	17	0	500	5	480	10	450	15	440	20	410	25	300	30	280
7	4220	7045	56	4	18	170	312B	6	3	7772	18	0	460	5	420	10	390	15	380	20	300	25	280		
7	4220	7045	56	4	19	170	312B	5	3	7772	19	0	530	5	440	10	400	15	390	20	340				
7	4220	7045	56	4	20	170	312B	6	3	7772	20	0	530	5	500	10	460	15	450	20	390	25	290		
7	4220	7045	56	4	21	170	312B	7	3	7772	21	0	490	5	480	10	440	15	420	20	350	25	340	30	340
7	4220	7045	56	4	22	170	312B	7	3	7772	22	0	500	5	500	10	470	15	300	20	280	25	280	30	280
7	4220	7045	56	4	23	170	312B	4	3	7772	23	0	420	5	410	10	420	15	430						
7	4220	7045	56	4	24	170	312B	6	3	7772	24	0	480	5	490	10	500	15	490	20	470	25	370		
7	4220	7045	56	4	25	170	312B	6	3	7772	25	0	520	5	510	10	480	15	440	20	370	25	280		
7	4220	7045	56	4	26	170	312B	6	3	7772	26	0	510	5	500	10	500	15	490	20	410	25	300		
7	4220	7045	56	4	27	170	312B	7	3	7772	27	0	520	5	500	10	490	15	430	20	330	25	290	30	280
7	4220	7045	56	4	29	160	312B	7	3	7772	29	0	580	5	600	10	540	15	460	20	360	25	290	30	280
7	4220	7045	56	4	30	160	312B	7	3	7772	30	0	580	5	600	10	570	15	530	20	360	25	300	30	280
7	4220	7045	56	5	1	170	312B	5	3	7773	1	0	670	5	640	10	610	15	540	20	360				
7	4220	7045	56	5	2	170	312B	5	3	7773	2	0	690	5	640	10	620	15	600	20	530				
7	4220	7045	56	5	3	170	312B	5	3	7773	3	0	680	5	650	10	600	15	440	20	360				
7	4220	7045	56	5	4	170	312B	5	3	7773	4	0	720	5	680	10	630	15	480	20	380				
7	4220	7045	56	5	5	170	312B	5	3	7773	5	0	680	5	630	10	580	15	520	20	400				
7	4220	7045	56	5	6	170	312B	6	3	7773	6	0	630	5	630	10	620	15	570	20	380	25	320		
7	4220	7045	56	5	8	170	312B	6	3	7773	8	0	670	5	660	10	660	15	640	20	620	25	500		
7	4220	7045	56	5	9	170	312B	6	3	7773	9	0	670	5	670	10	630	15	500	20	370	25	360		
7	4220	7045	56	5	10	170	312B	7	3	7773	10	0	670	5	660	10	650	15	460	20	370	25	340	30	330
7	4220	7045	56	5	11	170	312B	5	3	7773	11	0	750	5	670	10	650	15	480	20	330				
7	4220	7045	56	5	12	170	312B	4	3	7773	12	0	730	5	680	10	680	15	500						
7	4220	7045	56	5	13	170	312B	5	3	7773	13	0	790	5	730	10	650	15	450	20	370				
7	4220	7045	56	5	14	170	312B	7	3	7773	14	0	740	5	740	10	720	15	570	20	410	25	380	30	380
7	4220	7045	56	5	15	170	312B	6	3	7773	15	0	770	5	750	10	640	15	470	20	380	25	380		
7	4220	7045	56	5	16	170	312B	5	3	7773	16	0	780	5	770	10	730	15	600	20	420				
7	4220	7045	56	5	17	170	312B	5	3	7773	17	0	740	5	730	10	720	15	720	20	670				
7	4220	7045	56	5	18	170	312B	6	3	7773	18	0	690	5	690	10	660	15	550	20	370	25	340		
7	4220	7045	56	5	19	170	312B	6	3	7773	19	0	720	5	710	10	640	15	470	20	340	25	340		
7	4220	7045	56	5	20	170	312B	5	3	7773	20	0	780	5	780	10	760	15	500	20	360				
7	4220	7045	56	5	21	170	312B	6	3	7773	21	0	760	5	730	10	660	15	540	20	350	25	340		
7	4220	7045	56	5	22	170	312B	5	3	7773	22	0	780	5	740	10	640	15	400	20	370				
7	4220	7045	56	5	23	170	312B	7	3	7773	23	0	610	5	580	10	580	15	540	20	470	25	380	30	340
7	4220	7045	56	5	24	170	312B	6	3	7773	24	0	730	5	710	10	640	15	510	20	380	25	380		
7	4220	7045	56	5	25	170	312B	5	3	7773	25	0	760	5	680	10	620	15	580	20	450				
7	4220	7045	56	5	27	170	312B	7	3	7773	27	0	720	5	710	10	690	15	610	20	410	25	380	30	360
7	4220	7045	56	5	28	170	312B	7	3	7773	28	0	620	5	570	10	530	15	460	20	390	25	390	30	390
7	4220	7045	56	5	29	170	312B	5	3	7773	29	0	720	5	660	10	620	15	560	20	440				
7	4220	7045	56	5	30	170	312B	7	3	7773	30	0	670	5	670	10	670	15	640	20	590	25	480	30	340
7	4220	7045	56	5	31	170	312B	5	3	7773	31	0	810	5	710	10	620	15	520	20	380				
7	4220	7045	56	6	1	160	312B	6	3	7774	1	0	900	5	850	10	700	15	560	20	550	25	450		
7	4220	7045	56	6	2	160	312B	6	3	7774	2	0	920	5	910	10	820	15	580	20	510	25	400		
7	4220	7045	56	6	4	160	312B	6	3	7774	4	0	1000	5	940	10	770	15	460	20	390	25	390		
7	4220	7045	56	6	5	160	312B	6	3	7774	5	0	970	5	850	10	820	15	580	20	390	25	390		
7	4220	7045	56	6	6	160	312B	7	3	7774	6	0	1000	5	940	10	740	15	500	20	350	25	340	30	340
7	4220	7045	56	6	7	160	312B	7	3	7774	7	0	1060	5	860	10	720	15	600	20	450	25	360	30	340
7	4220	7045	56	6	8	160	312B	5	3	7774	8	0	1030	5	1000	10	900	15	650	20	510				
7	4220	7045	56	6	9	160	312B	7	3	7774	9	0	1010	5	1000	10	990	15	880	20	640	25	500	30	450
7	4220	7045	56	6	10	160	312B	6	3	7774	10	0	1060	5	1060	10	1030	15	950	20	810	25	730		
7	4220	7045	56	6	11	160	312B	7	3	7774	11	0	1080	5	1030	10	1010	15	980	20	920	25	840	30	650
7	4220	7045	56	6	12	160	312B	6	3	7774	12	0	1140	5	1060	10	1030	15	990	20	920	25	730		
7	4220	7045	56	6	13	160	312B	6	3	7774	13	0	1330	5	1200	10	1070	15	1020	20	980	25	880		
7	4220	7045	56	6	14	160	312B	5	3	7774	14	0	1380	5	1210	10	1100	15	1060	20	1010				
7	4220	7045	56	6	15	160	312B	5	3	7774	15	0	1480	5	1260	10	1160	15	1110	20	1030				
7	4220	7045	56	6	17	160	312B	5	3	7774	17	0	1570	5	1450	10	1140	15	1010	20	910				
7	4220	7045	56	6	18	160	312B	5	3	7774	18	0	1330	5	1330	10	1320	15	1110	20	890				
7	4220	7045	56	6	20	160	312B	6	3	7774	20	0	1390	5	1350	10	1220	15	960	20	800	25	640		
7	4220	7045	56	6	21	160	312B	6	3	7774	21	0	1360	5	1330	10	1270	15	940	20	810	25	720		
7	4220	7045	56	6	22	160	312B	6	3	7774	22	0	1330	5	1290	10	1180	15	900	20	830	25	700		
7	4220	7045	56	6	24	160	312B	6	3	7774	24	0	1360	5	1330	10	1170	15	1020	20	860	25	630		
7	4220	7045	56	6	26	160	312B	6	3	7774	26	0	1480	5	1360	10	1160	15	870	20	700	25	530		
7	4220	7045	56	6	27	160	312B	7	3	7774	27	0	1420	5	1250	10	1070	15	910	20	760	25	610	30	460
7	4220	7045	56	6	28	170	312B	6	3	7774	28	0	1500	5	1320	10	1150	15	850	20	620	25	490
7	4220	7045	56	6	29	170	312B	5	3	7774	29	0	1370	5	1260	10	980	15	760	20	560		
7	4220	7045	56	10	1	170	312B	6	3	7778	1	0	1280	5	1280	10	1280	15	1240	20	1220	25	1220
7	4220	7045	56	10	2	170	312B	6	3	7778	2	0	1290	5	1270	10	1270	15	1250	20	1230	25	1220
7	4220	7045	56	10	3	170	312B	6	3	7778	3	0	1270	5	1270	10	1270	15	1250	20	1220	25	1180
7	4220	7045	56	10	4	170	312B	6	3	7778	4	0	1260	5	1260	10	1250	15	1230	20	1200	25	1130
7	4220	7045	56	10	5	170	312B	6	3	7778	5	0	1270	5	1270	10	1270	15	1260	20	1230	25	1140
7	4220	7045	56	10	6	170	312B	6	3	7778	6	0	1260	5	1260	10	1250	15	1250	20	1240	25	1240
7	4220	7045	56	10	7	170	312B	6	3	7778	7	0	1270	5	1260	10	1260	15	1240	20	1240	25	1170
7	4220	7045	56	10	8	170	312B	6	3	7778	8	0	1260	5	1250	10	1250	15	1240	20	1230	25	1230
7	4220	7045	56	10	10	170	312B	6	3	7778	10	0	1240	5	1240	10	1240	15	1240	20	1230	25	1070
7	4220	7045	56	10	11	170	312B	6	3	7778	11	0	1220	5	1210	10	1220	15	1220	20	1140	25	890
7	4220	7045	56	10	12	170	312B	6	3	7778	12	0	1190	5	1180	10	1180	15	1180	20	1130	25	980
7	4220	7045	56	10	13	170	312B	6	3	7778	13	0	1220	5	1180	10	1170	15	1160	20	1150	25	1080
7	4220	7045	56	10	14	170	312B	6	3	7778	14	0	1190	5	1170	10	1170	15	1170	20	1120	25	1010
7	4220	7045	56	10	15	170	312B	6	3	7778	15	0	1220	5	1200	10	1190	15	1170	20	1080	25	910
7	4220	7045	56	10	16	170	312B	6	3	7778	16	0	1260	5	1240	10	1220	15	1180	20	1080	25	960		
7	4220	7045	56	10	17	170	312B	6	3	7778	17	0	1340	5	1310	10	1290	15	1220	20	1040	25	920		
7	4220	7045	56	10	18	170	312B	6	3	7778	18	0	1340	5	1290	10	1250	15	1170	20	980	25	880		
7	4220	7045	56	10	19	170	312B	4	3	7778	19	0	1170	5	1170	10	1170	15	1170						
7	4220	7045	56	10	20	170	312B	6	3	7778	20	0	1200	5	1160	10	1140	15	1150	20	1110	25	1030		
7	4220	7045	56	10	21	170	312B	6	3	7778	21	0	1220	5	1180	10	1170	15	1160	20	1170	25	1140		
7	4220	7045	56	10	22	170	312B	6	3	7778	22	0	1190	5	1180	10	1160	15	1140	20	1100	25	1060		
7	4220	7045	56	10	23	170	312B	7	3	7778	23	0	1190	5	1180	10	1180	15	1170	20	1140	25	1060	30	970
7	4220	7045	56	10	24	170	312B	6	3	7778	24	0	1210	5	1210	10	1210	15	1200	20	1180	25	1120		
7	4220	7045	56	10	25	170	312B	6	3	7778	25	0	1160	5	1160	10	1160	15	1160	20	1160	25	1150		
7	4220	7045	56	10	26	170	312B	6	3	7778	26	0	1140	5	1140	10	1140	15	1130	20	1130	25	1130		
7	4220	7045	56	10	27	120	312B	6	3	7778	27	0	1170	5	1150	10	1150	15	1140	20	1140	25	1130		
7	4220	7045	56	10	28	170	312B	6	3	7778	28	0	1160	5	1160	10	1160	15	1160	20	1140	25	1140		
7	4220	7045	56	10	29	170	312B	6	3	7778	29	0	1170	5	1120	10	1130	15	1120	20	1120	25	1120		
7	4220	7045	56	10	30	170	312B	6	3	7778	30	0	1130	5	1120	10	1120	15	1140	20	1120	25	1110		
7	4220	7045	56	10	31	170	312B	6	3	7778	31	0	1170	5	1130	10	1120	15	1120	20	1110	25	1100		
7	4220	7045	56	11	1	170	312B	6	3	7779	1	0	1180	5	1160	10	1130	15	1120	20	1120	25	1110		
7	4220	7045	56	11	2	170	312B	6	3	7779	2	0	1160	5	1160	10	1160	15	1150	20	1140	25	1130		
7	4220	7045	56	11	3	170	312B	6	3	7779	3	0	1120	5	1120	10	1120	15	1120	20	1120	25	1120		
7	4220	7045	56	11	4	170	312B	6	3	7779	4	0	1120	5	1110	10	1120	15	1110	20	1120	25	1110		
7	4220	7045	56	11	5	170	312B	6	3	7779	5	0	1100	5	1100	10	1100	15	1100	20	1100	25	1100		
7	4220	7045	56	11	6	170	312B	6	3	7779	6	0	1130	5	1110	10	1100	15	1090	20	1090	25	1090		
7	4220	7045	56	11	7	170	312B	6	3	7779	7	0	1120	5	1110	10	1100	15	1100	20	1090	25	1090		
7	4220	7045	56	11	8	170	312B	6	3	7779	8	0	1130	5	1090	10	1100	15	1090	20	1090	25	1080		
7	4220	7045	56	11	9	170	312B	6	3	7779	9	0	1110	5	1100	10	1100	15	1100	20	1100	25	1080		
7	4220	7045	56	11	10	170	312B	6	3	7779	10	0	1060	5	1060	10	1060	15	1060	20	1060	25	1060		
7	4220	7045	56	11	13	170	312B	6	3	7779	13	0	1010	5	1010	10	1010	15	1010	20	1010	25	990		
7	4220	7045	56	11	14	170	312B	6	3	7779	14	0	990	5	990	10	990	15	990	20	1000	25	1000		
7	4220	7045	56	11	15	170	312B	5	3	7779	15	0	1020	5	990	10	980	15	990	20	1000				
7	4220	7045	56	11	16	170	312B	5	3	7779	16	0	1000	5	1000	10	1000	15	1000	20	1000				
7	4220	7045	56	11	17	170	312B	6	3	7779	17	0	1000	5	1000	10	1000	15	1000	20	990	25	940		
7	4220	7045	56	11	18	170	312B	7	3	7779	18	0	940	5	990	10	990	15	990	20	990	25	1000	30	970
