1	10.00	NaN	NaN	NaN	NaN	NaN	32.16	32.30
2	11.80	8.80	7.90	7.50	7.40	NaN	32.18	NaN
3	11.20	9.30	7.90	7.40	7.40	NaN	32.33	NaN
4	11.00	8.70	7.70	7.50	7.40	NaN	32.37	NaN
5	9.00	8.70	8.10	7.50	7.40	NaN	32.07	32.40
6	8.80	8.30	8.10	7.90	7.50	NaN	32.06	NaN
7	9.00	8.10	7.90	7.60	7.60	NaN	32.05	NaN
8	9.50	8.30	8.10	7.90	7.60	NaN	32.05	32.40
9	12.10	9.8	8.40	8.60	8.50	NaN	32.3	NaN
10	12.50	9.70	8.70	7.70	7.60	NaN	32.3	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11	11.20	8.20	8.10	8.00	7.90	NaN	32.18	NaN
12	13.00	9.40	8.50	8.10	7.80	NaN	32.1	32.45
13	11.10	NaN	NaN	NaN	NaN	NaN	32.27	NaN
14	13.00	12.20	8.10	7.20	7.20	NaN	32.35	NaN
15	12.90	11.10	8.60	7.60	7.50	NaN	32.14	32.60
16	14.70	11.60	7.40	7.30	7.30	NaN	32.11	NaN
17	14.40	10.70	7.60	7.30	7.20	NaN	32.04	NaN
18	15.50	13.00	9.50	7.90	7.20	NaN	32.12	NaN
19	15.00	12.10	9.30	7.40	7.40	NaN	32.2	NaN
20	14.00	12.10	8.70	7.70	7.40	NaN	32.05	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21	12.70	9.60	8.70	8.10	7.70	NaN	31.19	NaN
22	10.30	8.80	8.60	8.00	8.00	NaN	32.06	NaN
23	11.40	9.20	9.00	8.50	8.00	NaN	32.18	NaN
24	15.60	NaN	NaN	NaN	NaN	NaN	32.16	NaN
25	16.60	14.10	10.90	7.90	7.70	NaN	32.17	NaN
26	15.30	13.50	11.00	8.00	7.60	NaN	NaN	     NaN
27	16.00	12.00	8.40	8.10	7.80	NaN	32.11	NaN
28	15.90	14.60	8.70	7.00	7.00	NaN	32.15	NaN
29	13.40	11.70	10.10	8.70	7.60	NaN	32.28	32.57
30	16.40	14.30	10.00	7.10	7.00	NaN	32.17	NaN
