2	7.20	7.20	7.20	7.20	7.10	7.10	32.64	NaN
3	7.10	7.10	7.10	7.10	7.10	NaN	32.71	NaN
4	6.90	6.90	6.90	6.80	6.80	NaN	32.57	32.55
5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6	7.00	7.00	7.00	7.00	7.00	NaN	32.54	NaN
7	6.90	6.90	6.90	6.90	6.90	6.80	32.56	NaN
8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9	6.10	6.10	6.10	6.00	6.00	6.00	32.46	NaN
10	6.10	6.10	6.10	6.10	6.10	6.10	32.40	NaN
11	6.10	6.10	6.10	6.10	6.10	6.10	32.44	32.42
12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13	6.00	6.00	6.00	6.00	6.00	6.00	32.45	NaN
14	6.50	6.50	6.60	6.50	6.40	6.40	32.46	NaN
15	6.20	6.20	6.20	6.20	6.20	6.20	32.46	32.45
16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18	5.60	5.70	5.70	5.70	5.80	5.80	32.49	32.47
19	5.50	5.50	5.60	5.60	5.60	5.50	32.55	NaN
21	5.30	5.30	5.40	5.40	5.40	5.40	32.51	NaN
22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24	5.30	5.30	5.30	5.20	5.20	5.20	32.47	NaN
25	5.20	5.20	5.20	5.20	5.20	5.20	32.39	32.48
26	NaN	NaN	NaN	NaN	NaN	NaN	32.43	NaN
27	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28	3.30	NaN	NaN	NaN	NaN	NaN	32.37	NaN
29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30	NaN	NaN	NaN	NaN	NaN	NaN	32.34	NaN
31	2.50	NaN	NaN	NaN	NaN	NaN	31.87	NaN
