1	6.10	6.10	6.10	6.20	6.20	NaN	32.45	NaN
2	6.10	6.10	6.10	6.20	6.20	NaN	32.45	32.46
3	5.80	5.60	5.60	5.50	5.60	5.60	32.50	NaN
4	5.60	5.50	5.60	5.70	5.80	5.80	32.51	NaN
5	6.70	6.60	6.70	6.80	6.90	6.90	32.48	NaN
6	6.70	6.60	6.70	6.70	6.70	6.80	32.45	NaN
7	5.50	5.50	5.50	5.60	5.70	5.70	32.55	NaN
8	6.00	6.00	6.00	6.00	6.00	6.00	32.55	NaN
9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10	5.00	5.20	5.20	5.30	5.30	5.40	32.63	32.74
11	5.00	5.00	5.00	5.10	5.20	5.20	32.66	NaN
12	4.40	4.40	4.50	4.60	4.70	4.70	32.69	NaN
13	4.60	4.60	4.70	4.70	4.70	4.80	32.70	NaN
14	4.70	4.50	4.70	4.80	4.90	5.00	32.68	NaN
15	4.20	4.30	4.50	4.50	4.60	4.60	32.66	NaN
16	4.00	4.00	4.00	4.00	4.00	4.00	32.66	32.66
17	4.30	4.30	4.30	4.40	4.40	4.50	32.68	NaN
18	4.20	4.10	4.10	4.10	4.20	4.30	32.71	NaN
19	4.00	4.00	4.00	4.00	4.10	4.10	32.69	NaN
20	3.50	3.50	3.50	3.50	3.50	3.40	32.74	NaN
21	4.00	4.60	4.30	3.90	3.80	3.80	32.78	NaN
22	5.00	4.60	3.70	3.70	3.60	3.60	32.63	NaN
23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25	4.10	4.00	4.00	4.00	4.00	4.00	32.75	NaN
26	4.00	4.00	4.00	4.00	4.00	4.00	32.81	NaN
27	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29	3.00	3.00	3.00	3.00	3.00	3.00	NaN	NaN
