2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5	5.0	5.0	5.0	5.0	5.1	5.1	33.10	NaN	
6	5.1	5.1	5.1	5.1	5.2	5.2	33.09	33.04	
7	5.1	5.1	5.1	5.1	5.1	5.2	33.06	NaN	
8	5.3	5.2	5.3	5.3	5.4	5.5	33.06	NaN	
9	5.2	5.2	5.2	5.3	5.3	5.3	33.06	NaN	
10	5.3	5.2	5.2	5.3	5.3	5.3	32.93	NaN	
11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
13	5.0	4.8	4.8	4.9	4.9	5.0	32.71	32.79	
14	5.4	5.1	5.1	5.1	5.1	5.1	32.73	NaN	
15	5.1	4.9	4.9	4.9	4.9	4.9	32.67	NaN	
16	5.7	5.0	5.0	5.2	5.2	5.2	32.76	NaN	
17	6.3	5.3	5.1	5.1	5.1	5.2	32.77	NaN	
18	5.1	5.1	5.1	5.1	5.2	5.3	32.62	NaN	
19	5.3	5.3	5.3	5.3	5.3	5.3	32.60	NaN	
20	6.0	5.7	5.4	5.4	5.4	5.4	32.60	32.62	
21	6.0	5.8	5.5	5.3	5.4	5.4	32.60	NaN	
22	5.9	5.9	5.9	5.7	5.6	5.6	32.60	NaN	
23	5.9	5.9	5.9	5.9	5.8	5.8	32.51	NaN	
24	5.8	5.7	5.6	5.6	5.6	5.6	32.48	NaN	
25	6.2	6.2	5.8	5.7	NaN	NaN	32.59	NaN	
26	6.1	6.1	6.1	5.9	5.9	6.0	32.37	NaN	
27	6.1	5.9	5.8	5.9	6.0	6.1	32.36	32.50	
28	5.7	5.7	5.7	5.7	5.7	5.8	32.31	NaN	
29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
30	6.6	6.6	6.6	6.6	6.4	6.4	32.52	NaN	
