1	4.1	4.1	4.1	4.0	4.0	4.0	32.86	NaN	
2	4.2	3.8	3.8	3.9	3.9	3.9	32.73	NaN	
3	3.9	3.8	3.8	3.8	3.9	3.9	32.86	NaN	
4	3.9	3.8	3.7	3.7	3.8	3.8	32.78	NaN	
5	3.9	3.9	3.9	3.9	NaN	NaN	32.61	NaN	
6	4.1	3.9	3.9	3.9	4.0	4.1	32.69	NaN	
7	4.4	4.4	4.5	4.4	4.2	NaN	32.78	NaN	
9	3.9	3.9	3.9	3.9	3.9	3.9	32.62	32.62	
10	4.6	4.6	4.5	4.4	4.5	4.5	32.76	NaN	
11	4.5	4.4	4.4	4.4	4.4	4.4	32.74	NaN	
12	4.4	4.4	4.5	4.5	4.4	4.4	32.88	NaN	
13	4.9	4.8	4.7	4.7	4.7	4.7	32.81	NaN	
14	5.1	4.7	4.6	4.6	4.6	4.6	33.02	NaN	
15	4.7	4.7	4.6	4.6	4.6	4.6	32.79	32.77	
16	4.7	4.7	4.6	4.6	4.6	4.6	32.85	NaN	
17	4.4	4.3	4.2	4.2	4.2	4.3	32.71	NaN	
18	5.0	4.6	4.6	4.6	4.7	4.7	32.88	NaN	
19	5.3	4.7	4.7	4.7	4.7	8.0	32.66	NaN	
20	4.9	4.8	4.7	4.7	4.7	4.7	32.84	NaN	
21	4.7	4.7	4.7	4.7	4.8	4.8	32.67	32.65	
22	4.8	4.8	4.8	4.7	4.7	4.7	32.70	NaN	
24	4.9	4.8	4.8	4.8	4.9	4.9	32.65	NaN	
25	5.3	5.1	5.0	4.9	5.1	5.0	32.65	NaN	
26	4.9	5.0	5.0	4.9	5.0	5.0	32.72	NaN	
27	5.2	5.1	4.9	5.0	5.0	5.0	32.77	NaN	
28	5.2	4.9	4.9	5.1	5.1	5.1	32.58	NaN	
29	5.4	5.3	5.3	5.3	5.1	5.2	32.58	NaN	
30	5.4	5.4	5.4	5.3	5.3	5.2	32.89	NaN	
