1	4.4	NaN	NaN	NaN	NaN	NaN	32.81	NaN	
2	4.4	NaN	NaN	NaN	NaN	NaN	32.84	NaN	
3	2.6	2.6	2.6	2.4	NaN	NaN	32.84	NaN	
4	4.7	4.3	4.3	4.2	4.2	NaN	32.84	NaN	
5	4.4	NaN	NaN	NaN	NaN	NaN	32.85	NaN	
6	3.3	NaN	NaN	NaN	NaN	NaN	32.84	NaN	
7	3.3	NaN	NaN	NaN	NaN	NaN	32.86	NaN	
8	2.8	NaN	NaN	NaN	NaN	NaN	32.70	NaN	
9	4.6	4.5	4.4	4.4	4.4	NaN	32.81	NaN	
10	4.6	4.5	4.5	NaN	NaN	NaN	32.78	NaN	
11	4.4	4.3	4.3	4.2	4.1	4.1	32.88	NaN	
12	4.2	4.0	4.0	3.9	3.9	3.9	32.87	NaN	
13	4.0	4.0	4.1	3.9	NaN	NaN	33.00	NaN	
14	4.3	4.4	4.3	NaN	NaN	NaN	32.89	NaN	
15	4.2	4.3	4.3	NaN	NaN	NaN	32.89	NaN	
16	4.8	4.9	4.9	4.8	4.6	NaN	32.77	NaN	
17	4.8	4.9	4.9	4.7	4.6	NaN	32.77	NaN	
18	4.6	4.3	4.3	4.2	4.2	4.2	32.85	NaN	
19	4.3	4.3	4.3	4.3	4.2	4.2	32.82	NaN	
20	4.4	4.5	4.5	4.4	4.3	4.3	32.39	NaN	
21	4.4	4.4	4.4	4.4	4.4	4.4	33.08	NaN	
22	3.9	NaN	NaN	NaN	NaN	NaN	33.00	NaN	
23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
24	3.9	NaN	NaN	NaN	NaN	NaN	32.84	NaN	
25	4.7	4.8	4.8	4.7	4.7	4.6	33.00	NaN	
26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
27	4.4	4.3	4.2	4.0	3.9	3.9	32.90	33.18	
28	4.3	3.9	3.8	3.8	3.8	3.8	32.94	NaN	
29	4.3	4.2	4.2	4.2	4.1	4.1	31.86	NaN	
30	4.5	4.6	4.6	4.4	4.4	4.4	32.99	NaN	
31	4.6	4.7	4.6	4.4	4.4	4.4	33.11	NaN	
