1	6.7	6.3	6.2	5.7	5.4	5.4	32.29	NaN	
2	7.8	NaN	NaN	NaN	NaN	NaN	32.17	NaN	
3	8.3	NaN	NaN	NaN	NaN	NaN	32.52	NaN	
4	7.5	6.1	NaN	NaN	NaN	NaN	32.02	NaN	
5	7.8	NaN	NaN	NaN	NaN	NaN	32.29	NaN	
6	7.2	6.7	6.3	6.2	6.1	6.1	32.00	NaN	
7	7.1	6.3	6.2	6.2	6.2	6.2	31.28	NaN	
8	11.7	NaN	NaN	NaN	NaN	NaN	31.71	NaN	
9	7.2	7.2	6.7	NaN	NaN	NaN	31.80	NaN	
10	7.7	7.6	7.1	6.1	6.1	6.1	31.92	NaN	
11	8.3	NaN	NaN	NaN	NaN	NaN	32.68	NaN	
12	9.2	7.2	7.1	6.7	NaN	NaN	31.71	32.67	
13	7.8	7.2	6.8	6.7	6.7	6.7	31.86	NaN	
14	7.9	7.6	7.2	6.9	7.1	6.9	31.81	NaN	
15	11.7	10.2	9.6	9.1	9.1	9.0	32.20	NaN	
16	12.2	10.3	9.5	9.4	9.4	9.4	32.45	NaN	
17	11.1	NaN	NaN	NaN	NaN	NaN	32.40	NaN	
18	12.2	11.2	10.0	9.6	9.4	9.4	32.40	NaN	
19	11.7	10.4	9.5	9.4	9.4	9.4	32.11	NaN	
20	11.2	9.7	9.4	9.4	9.4	9.4	31.87	NaN	
21	11.1	9.8	9.7	9.4	9.4	9.4	31.90	NaN	
22	10.6	NaN	NaN	NaN	NaN	NaN	31.72	NaN	
23	11.3	9.2	8.9	8.8	8.6	8.6	31.86	NaN	
24	10.6	NaN	NaN	NaN	NaN	NaN	32.14	NaN	
25	14.4	11.6	10.6	10.1	10.0	9.9	32.50	NaN	
26	14.9	13.3	10.4	10.3	10.2	10.2	32.57	32.85	
27	14.7	13.4	9.5	8.5	8.4	8.3	32.58	NaN	
28	15.8	13.2	11.6	10.2	10.2	NaN	32.68	NaN	
29	15.0	11.5	10.8	10.6	10.4	10.3	32.68	NaN	
30	13.5	12.1	11.5	10.7	10.6	10.6	32.68	NaN	
