1	2.60	2.60	2.60	2.70	2.70	2.70	32.50	NaN
2	2.50	2.50	2.50	2.60	2.60	2.60	32.56	NaN
3	2.30	2.30	2.40	2.40	2.40	2.40	32.51	NaN
4	2.70	2.40	2.40	2.40	2.50	2.50	32.47	NaN
5	2.30	2.40	2.40	2.50	2.60	2.50	32.48	32.43
6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8	2.90	2.80	2.70	2.60	2.50	2.50	32.70	NaN
9	1.70	1.60	1.50	1.50	1.50	1.50	NaN	NaN
10	3.50	3.50	3.40	3.10	3.10	3.10	32.66	NaN
11	4.40	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12	3.90	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13	4.40	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14	4.60	4.50	4.30	3.90	3.90	3.90	NaN	NaN
15	4.00	4.00	4.00	4.00	4.00	4.00	NaN	NaN
16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17	2.40	2.40	2.50	2.50	2.50	2.50	32.69	NaN
18	1.90	2.00	2.00	2.00	2.00	2.00	32.95	NaN
19	1.70	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20	2.00	2.00	2.00	2.00	2.00	2.00	32.40	NaN
21	2.00	2.00	2.00	2.00	2.00	2.00	33.00	NaN
22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24	2.10	2.00	2.00	2.00	2.00	2.00	NaN	NaN
25	2.10	2.10	2.10	2.10	2.10	2.10	NaN	NaN
26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27	2.00	1.90	1.90	1.90	1.90	1.90	NaN	NaN
28	4.30	4.10	4.00	3.90	3.90	3.90	32.69	NaN
29	3.80	3.60	3.60	3.60	3.70	NaN	32.65	NaN
30	3.70	3.70	3.70	3.70	3.70	NaN	32.74	NaN
31	3.80	3.80	3.80	3.80	3.80	3.80	32.81	NaN
