1	4.0	4.0	3.9	3.8	3.8	3.8	32.53	NaN	
2	3.7	3.6	3.6	3.6	3.6	3.6	32.57	NaN	
3	3.8	3.8	3.8	3.9	3.8	3.9	32.50	NaN	
4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
7	4.3	4.2	4.2	4.1	4.2	4.2	NaN	NaN	
8	4.4	4.1	4.1	4.1	4.1	4.2	32.52	NaN	
9	4.3	4.1	4.2	4.2	4.1	4.1	32.48	NaN	
10	4.6	4.4	4.4	4.4	4.4	4.4	NaN	NaN	
11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
13	NaN	NaN	NaN	NaN	NaN	NaN	32.56	NaN	
14	5.0	4.9	4.8	4.5	4.6	4.4	NaN	NaN	
15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
16	4.4	4.6	4.4	4.4	4.4	4.4	32.00	NaN	
17	4.6	4.6	4.7	4.5	4.4	4.4	32.52	NaN	
15	5.0	4.8	4.7	4.6	4.4	4.4	32.43	NaN	
19	5.2	5.2	4.9	4.8	4.8	4.7	32.57	NaN	
20	5.6	4.8	4.8	4.8	4.8	4.8	32.39	NaN	
21	5.7	5.3	5.3	5.0	5.0	5.0	32.40	NaN	
22	5.6	5.3	5.3	5.0	5.1	5.1	32.43	NaN	
23	5.3	4.9	4.8	4.8	4.8	4.8	32.34	NaN	
24	5.0	5.0	4.9	4.9	4.9	4.9	32.35	NaN	
25	5.6	5.1	5.0	5.0	5.0	5.0	32.88	NaN	
26	5.4	5.3	5.3	5.3	5.1	5.1	32.44	NaN	
27	6.5	5.8	5.3	5.3	5.1	5.1	32.57	NaN	
28	5.0	4.9	4.9	4.9	4.9	4.9	32.48	NaN	
29	5.6	5.4	5.4	5.4	5.3	5.3	32.43	NaN	
30	5.4	5.0	5.0	5.0	5.0	5.0	32.43	NaN	
