1	13.1	12.9	12.9	12.7	NaN	NaN	32.24	NaN
2	14.5	14.0	13.9	11.7	NaN	NaN	32.37	NaN
3	14.4	14.2	14.1	10.9	NaN	NaN	32.31	NaN
4	14.7	14.4	14.3	11.5	NaN	NaN	32.31	NaN
5	14.5	14.4	14.4	11.0	NaN	NaN	32.35	NaN
6	13.5	13.4	13.0	10.8	NaN	NaN	32.32	NaN
7	12.8	NaN	NaN	NaN	NaN	NaN	32.23	NaN
8	12.8	NaN	NaN	NaN	NaN	NaN	32.25	NaN
9	12.0	11.9	11.9	11.4	11.2	NaN	32.27	NaN
10	12.3	11.7	11.5	11.4	NaN	NaN	32.26	NaN
11	10.0	NaN	NaN	NaN	NaN	NaN	32.35	NaN
12	11.6	11.4	11.3	11.3	11.3	NaN	32.35	NaN
13	11.8	11.6	11.4	11.3	10.3	NaN	32.33	NaN
14	12.3	11.8	11.5	11.3	11.1	NaN	32.28	NaN
15	11.0	10.9	10.8	10.9	11.0	NaN	32.26	NaN
16	12.0	11.6	11.7	10.3	10.1	NaN	32.18	NaN
17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18	12.2	11.8	11.3	10.7	NaN	NaN	NaN	NaN
19	12.5	11.8	11.4	11.0	10.2	NaN	32.31	NaN
20	12.2	12.0	11.9	11.2	NaN	NaN	32.30	NaN
21	11.9	11.7	11.7	10.4	NaN	NaN	32.29	NaN
22	12.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23	11.5	11.5	11.5	10.9	NaN	NaN	32.34	NaN
24	11.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25	11.3	11.2	11.2	11.1	NaN	NaN	32.32	NaN
26	11.7	11.2	11.1	11.1	NaN	NaN	32.29	NaN
27	11.6	11.2	11.2	11.2	NaN	NaN	32.26	32.26
28	12.2	NaN	NaN	NaN	NaN	NaN	32.24	NaN
29	12.8	NaN	NaN	NaN	NaN	NaN	32.18	NaN
30	12.2	NaN	NaN	NaN	NaN	NaN	32.24	NaN
31	11.7	NaN	NaN	NaN	NaN	NaN	32.23	NaN
