3	5.8	5.6	5.6	5.5	5.5	NaN	NaN	NaN	
4	5.7	5.4	5.3	5.2	5.1	NaN	NaN	NaN	
5	5.6	5.6	5.6	5.5	NaN	NaN	32.68	NaN	
6	5.6	5.3	5.2	5.2	NaN	NaN	32.66	NaN	
7	6.1	NaN	NaN	NaN	NaN	NaN	32.64	NaN	
8	6.1	NaN	NaN	NaN	NaN	NaN	32.65	NaN	
9	6.2	6.0	5.8	5.7	5.7	5.7	32.64	NaN	
10	6.1	6.1	6.0	5.8	NaN	NaN	32.67	NaN	
11	7.2	7.2	7.2	7.2	7.2	7.2	32.87	NaN	
12	6.1	6.1	6.1	6.1	6.0	NaN	32.62	NaN	
13	6.1	NaN	NaN	NaN	NaN	NaN	32.93	NaN	
14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15	6.7	6.1	6.1	6.1	6.1	6.1	32.64	NaN	
16	6.1	6.1	6.1	6.1	6.1	6.1	32.65	32.64	
17	6.1	6.1	6.1	6.0	5.9	NaN	32.81	NaN	
15	6.2	6.1	6.1	6.1	6.0	6.0	32.63	NaN	
19	6.7	6.1	6.1	6.0	6.0	NaN	32.62	NaN	
20	6.7	6.1	6.0	6.0	5.8	NaN	32.60	NaN	
21	6.1	6.1	5.8	5.6	NaN	NaN	32.69	NaN	
22	6.4	6.1	6.1	6.1	NaN	NaN	32.93	NaN	
23	6.3	6.2	6.2	6.1	6.1	NaN	32.91	32.64	
24	6.7	NaN	NaN	NaN	NaN	NaN	33.59	NaN	
25	6.5	6.4	6.3	6.2	6.1	6.1	32.63	NaN	
26	6.7	6.7	6.6	6.5	6.4	6.4	32.70	NaN	
27	7.2	7.0	6.7	6.7	6.7	6.7	32.62	NaN	
28	6.8	6.7	6.7	6.6	6.6	NaN	32.61	NaN	
29	7.3	7.3	7.1	6.7	6.7	6.7	32.58	NaN	
30	6.9	6.7	6.7	6.6	NaN	NaN	32.53	33.15	
