1	4.10	4.10	4.10	4.10	4.10	4.10	32.66	32.65
2	4.10	4.20	3.90	3.70	3.60	3.70	32.68	NaN
3	3.60	3.60	3.60	3.70	3.70	3.70	32.63	NaN
4	3.90	3.60	3.60	3.70	3.70	3.80	32.74	32.69
5	4.20	4.20	4.20	4.20	4.30	4.30	32.66	NaN
6	4.50	4.10	4.00	4.00	4.00	4.00	32.63	NaN
7	4.50	4.00	3.90	3.90	4.00	4.00	32.66	NaN
8	4.10	4.00	3.90	3.90	3.90	3.90	32.63	NaN
9	5.00	4.10	4.10	4.00	4.00	4.00	32.63	NaN
10	4.10	4.00	3.80	3.80	3.90	3.90	32.63	NaN
11	4.00	3.80	3.80	3.80	3.90	3.90	32.85	NaN
12	4.10	3.90	3.90	3.90	3.90	3.90	32.56	NaN
13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15	4.50	4.00	3.90	3.90	3.90	3.90	32.63	NaN
16	4.20	3.90	3.90	3.90	4.00	4.00	32.66	NaN
17	4.50	4.00	4.00	4.00	4.00	4.00	32.77	32.76
18	5.90	5.00	4.90	4.90	4.90	4.90	32.77	NaN
19	4.90	4.90	4.80	4.70	4.70	4.70	32.69	NaN
20	4.80	4.70	4.60	4.40	4.40	4.40	32.77	NaN
21	6.00	5.20	4.70	4.50	4.50	4.50	32.80	NaN
22	5.30	5.30	5.30	5.20	5.10	5.10	32.68	NaN
23	5.60	5.10	5.00	5.00	NaN	NaN	32.71	NaN
24	5.30	5.20	5.10	5.10	NaN	NaN	32.68	NaN
25	5.60	NaN	NaN	NaN	NaN	NaN	32.55	32.68
26	5.00	5.00	5.00	5.00	5.00	NaN	32.60	NaN
27	5.30	5.20	5.10	5.10	5.10	5.00	32.54	NaN
28	4.50	4.70	4.70	4.70	NaN	NaN	32.56	NaN
29	4.50	4.60	4.50	4.50	4.50	4.50	32.54	NaN
30	4.50	4.50	4.50	4.50	4.50	4.50	32.52	NaN
31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
