1	11.0	11.0	11.0	11.0	11.1	11.1	32.57	32.51
2	NaN	NaN	NaN	NaN	NaN	NaN	33.69	NaN
3	10.8	10.8	10.8	10.8	10.7	10.7	29.05	NaN
4	10.8	10.7	10.7	10.7	10.7	10.7	32.38	NaN
5	9.1	9.1	9.1	9.1	9.1	NaN	32.33	32.30
6	9.3	9.3	9.3	9.3	9.3	NaN	32.30	NaN
7	10.2	10.0	10.0	9.9	9.9	NaN	32.33	NaN
8	9.9	9.9	9.8	9.6	9.5	9.5	32.33	32.30
9	9.9	9.9	9.9	9.9	9.4	9.1	32.23	NaN
10	10.0	9.9	9.9	9.7	9.5	9.4	31.76	NaN
11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12	10.0	10.0	9.9	9.9	9.9	9.9	NaN	32.36
13	10.0	9.9	10.0	10.0	10.0	10.0	32.35	NaN
14	10.0	NaN	NaN	NaN	NaN	NaN	32.38	NaN
15	8.0	NaN	NaN	NaN	NaN	NaN	31.69	31.67
16	NaN	NaN	NaN	NaN	NaN	NaN	32.38	NaN
17	7.9	8.1	8.1	8.1	8.2	8.1	32.43	32.47
18	7.3	7.4	7.4	7.1	7.1	NaN	NaN	NaN
19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21	6.2	6.2	6.2	6.2	6.2	6.2	NaN	NaN
22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23	6.4	6.8	6.8	6.8	6.8	6.7	32.52	32.58
24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25	7.0	7.1	7.1	6.8	6.6	6.6	NaN	NaN
26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27	7.0	7.0	7.0	7.0	7.0	6.7	NaN	NaN
28	6.4	6.5	6.5	6.5	6.5	NaN	NaN	NaN
29	6.0	6.0	5.9	5.9	5.9	NaN	NaN	NaN
30	6.2	6.2	6.2	6.3	6.2	6.1	NaN	NaN
31	6.0	6.0	6.0	6.0	6.0	6.0	NaN	NaN
